TermID	Name	Value	LogSize	Frequency	Uniqueness	Dispensability	Representative
GO:0001541	"ovarian follicle development"	NaN	1.8573324964312685	0.34276334845997875	0.9609311837073132	0.40533576	null
GO:0005975	"carbohydrate metabolic process"	NaN	2.6127838567197355	1.9745099932412862	0.9516568050108289	0.12730495	null
GO:0006081	"cellular aldehyde metabolic process"	NaN	1.8750612633917	0.35724630684561165	0.948371203364915	0.15110884	null
GO:0006091	"generation of precursor metabolites and energy"	NaN	2.5646660642520893	1.7669209230472143	0.940609134859395	0.17932148	null
GO:0006457	"protein folding"	NaN	2.255272505103306	0.8641498503427634	0.915826255723702	0.45142464	null
GO:0044270	"cellular nitrogen compound catabolic process"	44270	NaN	2.5575072019056577	1.7379550062759486	0.9000750865204181	0.69442105	9057
GO:0046700	"heterocycle catabolic process"	46700	NaN	2.561101383649056	1.7524379646615815	0.9016629738617656	0.69513853	9057
GO:0051603	"proteolysis involved in protein catabolic process"	51603	NaN	2.7831886910752575	2.925557593897847	0.9018807647275785	0.80289382	9057
GO:1901361	"organic cyclic compound catabolic process"	1901361	NaN	2.6148972160331345	1.9841652988317078	0.9151788498718038	0.67040416	9057
GO:1901565	"organonitrogen compound catabolic process"	1901565	NaN	3.0511525224473814	5.426281741817129	0.9068877647954628	0.78339828	9057
GO:0009314	"response to radiation"	NaN	2.640481436970422	2.104856618711982	0.9653797988779904	0	null
GO:0009416	"response to light stimulus"	9416	NaN	2.509202522331103	1.5545042000579319	0.9639159665324711	0.67955818	9314
GO:0034644	"cellular response to UV"	34644	NaN	1.919078092376074	0.39586752920729945	0.9523923384948528	0.7913785	9314
GO:0071478	"cellular response to radiation"	71478	NaN	2.2041199826559246	0.767596794438544	0.9501467235764341	0.8367926	9314
GO:0071480	"cellular response to gamma radiation"	71480	NaN	1.4313637641589874	0.12551897267548517	0.9567834512346389	0.69706528	9314
GO:0071482	"cellular response to light stimulus"	71482	NaN	2.012837224705172	0.4924205851115188	0.9514582858955406	0.89111781	9314
GO:0009410	"response to xenobiotic stimulus"	NaN	2.6693168805661123	2.249686202568311	0.9471009110982462	0.26604984	null
GO:0009636	"response to toxic substance"	NaN	2.3729120029701067	1.1344984068745776	0.9508067352722408	0.19655246	null
GO:0009719	"response to endogenous stimulus"	NaN	3.1646502159342966	7.048373081008013	0.9685397539865516	0.13275113	null
GO:0009894	"regulation of catabolic process"	NaN	2.9800033715837464	4.605580766631264	0.9167947090490364	0.16020598	null
GO:0009988	"cell-cell recognition"	NaN	1.8750612633917	0.35724630684561165	0.9853536240780153	0.01131265	null
GO:0007339	"binding of sperm to zona pellucida"	7339	NaN	1.6720978579357175	0.22207202857970457	0.979881023791724	0.83665533	9988
GO:0035036	"sperm-egg recognition"	35036	NaN	1.7634279935629373	0.2751762093270252	0.9795504903995333	0.93530468	9988
GO:0010035	"response to inorganic substance"	NaN	2.749736315569061	2.7083132181133536	0.9459980706429252	0.29731992	null
GO:0010288	"response to lead ion"	NaN	1.414973347970818	0.1206913198802742	0.9556308075452745	0.08171998	null
GO:0009755	"hormone-mediated signaling pathway"	9755	NaN	2.0644579892269186	0.5551800714492614	0.8638471819227816	0.62175949	10288
GO:0010243	"response to organonitrogen compound"	10243	NaN	3.0013009330204183	4.83730810080139	0.9141996826447751	0.55627798	10288
GO:0038166	"angiotensin-activated signaling pathway"	38166	NaN	1.255272505103306	0.08207009751858646	0.8733733556257525	0.91076734	10288
GO:0060396	"growth hormone receptor signaling pathway"	60396	NaN	1.1139433523068367	0.05793183354253162	0.8716190180501185	0.61288467	10288
GO:0060416	"response to growth hormone"	60416	NaN	1.4313637641589874	0.12551897267548517	0.9213237352618582	0.56584908	10288
GO:0071375	"cellular response to peptide hormone stimulus"	71375	NaN	2.4313637641589874	1.2986386019117506	0.8828048440053722	0.84205387	10288
GO:0071378	"cellular response to growth hormone stimulus"	71378	NaN	1.2041199826559248	0.07241479192816452	0.9078414937344392	0.90874483	10288
GO:0071417	"cellular response to organonitrogen compound"	71417	NaN	2.7466341989375787	2.6890026069325095	0.8863149699474099	0.82680859	10288
GO:0071731	"response to nitric oxide"	71731	NaN	1.3617278360175928	0.10620836149464132	0.9406667057523321	0.51758687	10288
GO:0071732	"cellular response to nitric oxide"	71732	NaN	1.2304489213782739	0.07724244472337549	0.9241117803211018	0.50571654	10288
GO:1901652	"response to peptide"	1901652	NaN	2.7024305364455254	2.428309355991117	0.9139265250069513	0.8143117	10288
GO:1901653	"cellular response to peptide"	1901653	NaN	2.513217600067939	1.5689871584435646	0.8867225477046868	0.86254665	10288
GO:1901699	"cellular response to nitrogen compound"	1901699	NaN	2.81424759573192	3.1428019696823406	0.9054725838889054	0.84667896	10288
GO:1904385	"cellular response to angiotensin"	1904385	NaN	1.4913616938342726	0.14482958385632905	0.902800293573452	0.57431364	10288
GO:1990776	"response to angiotensin"	1990776	NaN	1.6232492903979006	0.19793376460364973	0.9183037965647307	0.59370037	10288
GO:0010563	"negative regulation of phosphorus metabolic process"	NaN	2.4785664955938436	1.4482958385632905	0.8721675784458832	0.34195213	null
GO:0001932	"regulation of protein phosphorylation"	1932	NaN	2.8959747323590648	3.7945350970358214	0.8459929080361583	0.85849514	10563
GO:0001934	"positive regulation of protein phosphorylation"	1934	NaN	2.7283537820212285	2.577966592642657	0.8217780177463762	0.88678044	10563
GO:0010562	"positive regulation of phosphorus metabolic process"	10562	NaN	2.808210972924222	3.099353094525442	0.8564129924355695	0.75123009	10563
GO:0019220	"regulation of phosphate metabolic process"	19220	NaN	2.9951962915971793	4.769720961668437	0.8817765389068624	0.92721107	10563
GO:0042325	"regulation of phosphorylation"	42325	NaN	2.9258275746247424	4.064883653567635	0.8840081499007939	0.89514036	10563
GO:0042327	"positive regulation of phosphorylation"	42327	NaN	2.7489628612561616	2.703485565318142	0.8557744724339417	0.92623462	10563
GO:0045937	"positive regulation of phosphate metabolic process"	45937	NaN	2.808210972924222	3.099353094525442	0.8542969299062445	0.95031577	10563
GO:0010603	"regulation of cytoplasmic mRNA processing body assembly"	NaN	0.9542425094393249	0.038621222361687746	0.8888618279479833	0.26989469	null
GO:0008064	"regulation of actin polymerization or depolymerization"	8064	NaN	2.2278867046136734	0.8110456695954427	0.8030020133042308	0.97526121	10603
GO:0010592	"positive regulation of lamellipodium assembly"	10592	NaN	1.4771212547196624	0.14000193106111808	0.8525658933686023	0.81485621	10603
GO:0010975	"regulation of neuron projection development"	10975	NaN	2.7634279935629373	2.795210968427151	0.8531816351266618	0.77333687	10603
GO:0030833	"regulation of actin filament polymerization"	30833	NaN	2.173186268412274	0.7144926136912233	0.7929961122535276	0.87159239	10603
GO:0030837	"negative regulation of actin filament polymerization"	30837	NaN	1.8129133566428555	0.30896977889350197	0.7896690169013628	0.89087529	10603
GO:0031333	"negative regulation of protein-containing complex assembly"	31333	NaN	2.1702617153949575	0.7096649608960124	0.8441579346184677	0.80041107	10603
GO:0031334	"positive regulation of protein-containing complex assembly"	31334	NaN	2.292256071356476	0.9413922950661389	0.8342537874519188	0.82476704	10603
GO:0031346	"positive regulation of cell projection organization"	31346	NaN	2.6532125137753435	2.1676161050497247	0.8265741197575656	0.8492827	10603
GO:0032271	"regulation of protein polymerization"	32271	NaN	2.311753861055754	0.9848411702230376	0.8636029814457201	0.69744548	10603
GO:0032272	"negative regulation of protein polymerization"	32272	NaN	1.9084850188786497	0.38621222361687746	0.8508922550087906	0.75256047	10603
GO:0043254	"regulation of protein-containing complex assembly"	43254	NaN	2.6201360549737576	2.008303562807763	0.8570509489039781	0.76299963	10603
GO:0044089	"positive regulation of cellular component biogenesis"	44089	NaN	2.7218106152125467	2.5393453702809694	0.8836778057905907	0.50157956	10603
GO:0051893	"regulation of focal adhesion assembly"	51893	NaN	1.7708520116421442	0.28000386212223616	0.8797346957064067	0.60560947	10603
GO:0060491	"regulation of cell projection assembly"	60491	NaN	2.3180633349627615	0.9993241286086705	0.8585652992459833	0.69867531	10603
GO:0090109	"regulation of cell-substrate junction assembly"	90109	NaN	1.7708520116421442	0.28000386212223616	0.8797346957064067	0.98293365	10603
GO:0120032	"regulation of plasma membrane bounded cell projection assembly"	120032	NaN	2.311753861055754	0.9848411702230376	0.8543884532524039	0.69744548	10603
GO:0120033	"negative regulation of plasma membrane bounded cell projection assembly"	120033	NaN	1.568201724066995	0.17379550062759488	0.8539656536373895	0.83090932	10603
GO:0120034	"positive regulation of plasma membrane bounded cell projection assembly"	120034	NaN	2.0530784434834195	0.5406971130636284	0.8355409229861389	0.92674432	10603
GO:0120035	"regulation of plasma membrane bounded cell projection organization"	120035	NaN	2.8870543780509568	3.7172926523124454	0.8486365629428425	0.91596583	10603
GO:1900027	"regulation of ruffle assembly"	1900027	NaN	1.462397997898956	0.1351742782659071	0.8779664292674637	0.81230923	10603
GO:1900029	"positive regulation of ruffle assembly"	1900029	NaN	1.2041199826559248	0.07241479192816452	0.8610175633855076	0.76952736	10603
GO:1901889	"negative regulation of cell junction assembly"	1901889	NaN	1.505149978319906	0.14965723665154002	0.8652570746588301	0.7109839	10603
GO:1902017	"regulation of cilium assembly"	1902017	NaN	1.8864907251724818	0.3669016124360336	0.8549491974876771	0.89161039	10603
GO:1902115	"regulation of organelle assembly"	1902115	NaN	2.359835482339888	1.1007048373081008	0.8527999454233623	0.70692595	10603
GO:1902745	"positive regulation of lamellipodium organization"	1902745	NaN	1.568201724066995	0.17379550062759488	0.861165151563733	0.9301947	10603
GO:0010628	"positive regulation of gene expression"	NaN	3.076276255404218	5.749734479096263	0.863969853197275	0.3121266	null
GO:0010827	"regulation of glucose transmembrane transport"	NaN	1.9344984512435677	0.4103504875929323	0.9083567399180765	0.35101433	null
GO:0010828	"positive regulation of glucose transmembrane transport"	10828	NaN	1.7160033436347992	0.2462102925557594	0.8875715233384566	0.66760634	10827
GO:0022898	"regulation of transmembrane transporter activity"	22898	NaN	2.0211892990699383	0.5020758907019407	0.8591539393486597	0.98767929	10827
GO:0032411	"positive regulation of transporter activity"	32411	NaN	1.6532125137753437	0.21241672298928263	0.8539093207788484	0.91359441	10827
GO:0032412	"regulation of monoatomic ion transmembrane transporter activity"	32412	NaN	2.012837224705172	0.4924205851115188	0.8593471130128943	0.78982401	10827
GO:0034764	"positive regulation of transmembrane transport"	34764	NaN	2.307496037913213	0.9751858646326156	0.8720815301686495	0.84952716	10827
GO:0034765	"regulation of monoatomic ion transmembrane transport"	34765	NaN	2.45178643552429	1.3613980882494932	0.8970421243264056	0.8820843	10827
GO:1901016	"regulation of potassium ion transmembrane transporter activity"	1901016	NaN	1.380211241711606	0.11103601428985228	0.8745434472769916	0.86947922	10827
GO:1901017	"negative regulation of potassium ion transmembrane transporter activity"	1901017	NaN	1.1139433523068367	0.05793183354253162	0.859969974158774	0.897834	10827
GO:1901019	"regulation of calcium ion transmembrane transporter activity"	1901019	NaN	1.568201724066995	0.17379550062759488	0.87071800042032	0.90286342	10827
GO:1901380	"negative regulation of potassium ion transmembrane transport"	1901380	NaN	1.3222192947339193	0.09655305590421936	0.896536320824494	0.61736479	10827
GO:1903169	"regulation of calcium ion transmembrane transport"	1903169	NaN	2.2041199826559246	0.767596794438544	0.9012830343885637	0.91351572	10827
GO:1904062	"regulation of monoatomic cation transmembrane transport"	1904062	NaN	2.403120521175818	1.216568504393164	0.8969745923375122	0.77528577	10827
GO:2001257	"regulation of cation channel activity"	2001257	NaN	1.7160033436347992	0.2462102925557594	0.8668998322363746	0.93064294	10827
GO:0010948	"negative regulation of cell cycle process"	NaN	2.428134794028789	1.2889832963213286	0.9272289750650775	0.23367721	null
GO:0045786	"negative regulation of cell cycle"	45786	NaN	2.5327543789924976	1.6414019503717292	0.9260812024953512	0.67239986	10948
GO:1902807	"negative regulation of cell cycle G1/S phase transition"	1902807	NaN	1.8129133566428555	0.30896977889350197	0.9364008695713069	0.79797941	10948
GO:0014009	"glial cell proliferation"	NaN	1.5563025007672873	0.1689678478323839	0.9497996001825657	0.49263291	null
GO:0015870	"acetylcholine transport"	NaN	0.7781512503836436	0.02413826397605484	0.9607271287646658	0.1800175	null
GO:0015980	"energy derivation by oxidation of organic compounds"	NaN	2.436162647040756	1.3131215602973834	0.940770673260803	0.20721465	null
GO:0005977	"glycogen metabolic process"	5977	NaN	1.7634279935629373	0.2751762093270252	0.9418134308470067	0.77522736	15980
GO:0016049	"cell growth"	NaN	2.143014800254095	0.6662160857391136	0.9896420159630533	0.0103006	null
GO:0016055	"Wnt signaling pathway"	NaN	2.436162647040756	1.3131215602973834	0.8990122214733927	0.43092986	null
GO:0007167	"enzyme-linked receptor protein signaling pathway"	7167	NaN	2.7895807121644256	2.9690064690547455	0.8986361860315066	0.53766643	16055
GO:0007169	"transmembrane receptor protein tyrosine kinase signaling pathway"	7169	NaN	2.6263403673750423	2.0372694795790287	0.9006595921080642	0.56953267	16055
GO:0007173	"epidermal growth factor receptor signaling pathway"	7173	NaN	1.7481880270062005	0.26552090373660325	0.9181874834297645	0.69467622	16055
GO:0007268	"chemical synaptic transmission"	7268	NaN	2.5921767573958667	1.8827845901322777	0.9268975099600768	0.71463421	16055
GO:0038127	"ERBB signaling pathway"	38127	NaN	1.8325089127062364	0.32345273727913487	0.9167388189452164	0.70891687	16055
GO:0060070	"canonical Wnt signaling pathway"	60070	NaN	2.041392685158225	0.5262141546779955	0.9077324633741971	0.89266752	16055
GO:0098916	"anterograde trans-synaptic signaling"	98916	NaN	2.5921767573958667	1.8827845901322777	0.9268975099600768	0.96982182	16055
GO:0099536	"synaptic signaling"	99536	NaN	2.662757831681574	2.2158926330018347	0.9267811060006564	0.76268539	16055
GO:0099537	"trans-synaptic signaling"	99537	NaN	2.61066016308988	1.9648546876508644	0.9266510088874255	0.94280432	16055
GO:0198738	"cell-cell signaling by wnt"	198738	NaN	2.436162647040756	1.3131215602973834	0.9307893217928551	0.68491708	16055
GO:0016192	"vesicle-mediated transport"	NaN	3.1048284036536553	6.140774355508352	0.9269254798370413	0.46756323	null
GO:0055085	"transmembrane transport"	55085	NaN	3.1085650237328344	6.1938785362556725	0.9268454478379696	0.51580892	16192
GO:0016311	"dephosphorylation"	NaN	2.230448921378274	0.8158733223906537	0.926307200438465	0.19606501	null
GO:0006468	"protein phosphorylation"	6468	NaN	2.3979400086720375	1.2020855460075313	0.8991452007986734	0.60871204	16311
GO:0016310	"phosphorylation"	16310	NaN	2.826722520168992	3.234527372791349	0.9145602304788678	0.58008216	16311
GO:0019637	"organophosphate metabolic process"	19637	NaN	2.960470777534299	4.402819349232403	0.9100716983358119	0.72406857	16311
GO:0016477	"cell migration"	NaN	2.975431808509263	4.557304238679154	0.983553788703961	0.01928167	null
GO:0001764	"neuron migration"	1764	NaN	2.2174839442139063	0.7917350584145989	0.940245263915832	0.68988142	16477
GO:0002523	"leukocyte migration involved in inflammatory response"	2523	NaN	1.462397997898956	0.1351742782659071	0.9542482953602686	0.56409469	16477
GO:0016482	"cytosolic transport"	NaN	2.0492180226701815	0.5358694602684175	0.9302989628713626	0.33474144	null
GO:0006886	"intracellular protein transport"	6886	NaN	2.7323937598229686	2.602104856618712	0.9097602030996531	0.67557995	16482
GO:0006913	"nucleocytoplasmic transport"	6913	NaN	2.4099331233312946	1.2358791155740079	0.9232652309014333	0.60114673	16482
GO:0015031	"protein transport"	15031	NaN	3.0330214446829107	5.204209713237424	0.9099056511927084	0.7922607	16482
GO:0030705	"cytoskeleton-dependent intracellular transport"	30705	NaN	2.303196057420489	0.9655305590421936	0.9261356355999578	0.55024671	16482
GO:0046907	"intracellular transport"	46907	NaN	3.0670708560453703	5.629043159215989	0.9125419776326708	0.70822177	16482
GO:0051168	"nuclear export"	51168	NaN	2.123851640967086	0.6372501689678478	0.9281472835003549	0.91754876	16482
GO:0051169	"nuclear transport"	51169	NaN	2.41161970596323	1.2407067683692188	0.9242079278264954	0.61830998	16482
GO:0017014	"protein nitrosylation"	NaN	0.6020599913279624	0.014482958385632905	0.9481093192565688	0.08474201	null
GO:0018193	"peptidyl-amino acid modification"	NaN	2.4313637641589874	1.2986386019117506	0.9240298124261457	0.47513039	null
GO:0018198	"peptidyl-cysteine modification"	NaN	1.3617278360175928	0.10620836149464132	0.9366075183918449	0.31065829	null
GO:0018105	"peptidyl-serine phosphorylation"	18105	NaN	1.662757831681574	0.21724437578449357	0.9096690343300915	0.66065217	18198
GO:0018119	"peptidyl-cysteine S-nitrosylation"	18119	NaN	0.6020599913279624	0.014482958385632905	0.9453663233676836	0.5466071	18198
GO:0018209	"peptidyl-serine modification"	18209	NaN	1.7634279935629373	0.2751762093270252	0.9313467392315881	0.71294492	18198
GO:0038083	"peptidyl-tyrosine autophosphorylation"	38083	NaN	0.9030899869919435	0.03379356956647678	0.9220926640042186	0.57781556	18198
GO:0046777	"protein autophosphorylation"	46777	NaN	1.9493900066449128	0.42483344597856526	0.9066448504594526	0.75354392	18198
GO:0019079	"viral genome replication"	NaN	1.0413926851582251	0.04827652795210968	1	0	null
GO:0019725	"cellular homeostasis"	NaN	2.8530895298518657	3.4372887901902094	0.9820324509715589	0.48198078	null
GO:0002262	"myeloid cell homeostasis"	2262	NaN	2.2227164711475833	0.8013903640050208	0.969198383022103	0.81244598	19725
GO:0006873	"intracellular monoatomic ion homeostasis"	6873	NaN	2.667452952889954	2.2400308969778893	0.9780521812669856	0.77404093	19725
GO:0034101	"erythrocyte homeostasis"	34101	NaN	2.113943352306837	0.6227672105822148	0.969921790415868	0.57119663	19725
GO:0055082	"intracellular chemical homeostasis"	55082	NaN	2.782472624166286	2.920729941102636	0.9786641726084632	0.88778674	19725
GO:0070050	"neuron cellular homeostasis"	70050	NaN	1.9242792860618816	0.4006951820025104	0.9830669415792477	0.54286417	19725
GO:0098771	"inorganic ion homeostasis"	98771	NaN	2.661812685537261	2.211064980206624	0.9805066803606185	0.67196524	19725
GO:0019752	"carboxylic acid metabolic process"	NaN	2.9057958803678687	3.8814328473496187	0.9155201767000197	0.40685884	null
GO:0006082	"organic acid metabolic process"	6082	NaN	2.921686475483602	4.026262431205948	0.9157836913830721	0.72905627	19752
GO:0006734	"NADH metabolic process"	6734	NaN	1.5797835966168101	0.17862315342280582	0.9009578806722196	0.88736268	19752
GO:0006753	"nucleoside phosphate metabolic process"	6753	NaN	2.724275869600789	2.553828328666602	0.8801113122202837	0.93941811	19752
GO:0009117	"nucleotide metabolic process"	9117	NaN	2.718501688867274	2.5200347591001258	0.8795161021746369	0.86356352	19752
GO:0009141	"nucleoside triphosphate metabolic process"	9141	NaN	2.322219294733919	1.0089794341990925	0.8906996192987607	0.76783632	19752
GO:0009142	"nucleoside triphosphate biosynthetic process"	9142	NaN	2.012837224705172	0.4924205851115188	0.8873117922821571	0.9075742	19752
GO:0009144	"purine nucleoside triphosphate metabolic process"	9144	NaN	2.290034611362518	0.936564642270928	0.8898125404647448	0.9730463	19752
GO:0009152	"purine ribonucleotide biosynthetic process"	9152	NaN	2.2600713879850747	0.8738051559331853	0.8783442930931393	0.75615275	19752
GO:0009199	"ribonucleoside triphosphate metabolic process"	9199	NaN	2.285557309007774	0.9269093366805059	0.8899267385344471	0.96868427	19752
GO:0009205	"purine ribonucleoside triphosphate metabolic process"	9205	NaN	2.271841606536499	0.8979434199092402	0.8902751535803743	0.59165752	19752
GO:0019362	"pyridine nucleotide metabolic process"	19362	NaN	2.103803720955957	0.608284252196582	0.8894632060213278	0.98305059	19752
GO:0019674	"NAD metabolic process"	19674	NaN	1.7853298350107671	0.2896591677126581	0.896676757503993	0.92655097	19752
GO:0043436	"oxoacid metabolic process"	43436	NaN	2.9138138523837167	3.9538476392777833	0.9153331948169287	0.95162284	19752
GO:0046496	"nicotinamide nucleotide metabolic process"	46496	NaN	2.103803720955957	0.608284252196582	0.8894079528219361	0.72824779	19752
