TermID	Name	Value	LogSize	Frequency	Uniqueness	Dispensability	Representative
GO:0010557	"positive regulation of macromolecule biosynthetic process"	NaN	3.405346360175709	12.271893405426281	0.8796628190453137	0.36453319	null
GO:0051240	"positive regulation of multicellular organismal process"	NaN	3.2576785748691846	8.733223906536642	0.919951298444663	0.27056177	null
GO:0044281	"small molecule metabolic process"	NaN	3.2073650374690716	7.77734865308487	0.9091905353223139	0.22246747	null
GO:0042592	"homeostatic process"	NaN	3.184975190698261	7.386308776672782	1	0	null
GO:0009719	"response to endogenous stimulus"	NaN	3.1646502159342966	7.048373081008013	0.9854678396014349	0.15607498	null
GO:0080134	"regulation of response to stress"	NaN	3.1271047983648077	6.464227092787486	0.9529072843534324	0.41599566	null
GO:0030030	"cell projection organization"	NaN	3.1189257528257768	6.343535772907212	0.9305072982507798	0.31064959	null
GO:0007049	"cell cycle"	NaN	3.1136091510730277	6.2662933281838376	0.9836988650383329	0.02126082	null
GO:1901566	"organonitrogen compound biosynthetic process"	NaN	3.1085650237328344	6.1938785362556725	0.855344957279067	0.45401833	null
GO:0016192	"vesicle-mediated transport"	NaN	3.1048284036536553	6.140774355508352	0.9277286485034429	0.4927905	null
GO:0030163	"protein catabolic process"	30163	NaN	2.870403905279027	3.5772907212513276	0.8363377169131407	0.84845428	9057
GO:0051603	"proteolysis involved in protein catabolic process"	51603	NaN	2.7831886910752575	2.925557593897847	0.8386072209286715	0.80289382	9057
GO:0043632	"modification-dependent macromolecule catabolic process"	43632	NaN	2.7015679850559273	2.423481703195906	0.8640461141575315	0.69019517	9057
GO:0019941	"modification-dependent protein catabolic process"	19941	NaN	2.69284691927723	2.3752051752437966	0.8411045910450881	0.96732243	9057
GO:0006511	"ubiquitin-dependent protein catabolic process"	6511	NaN	2.682145076373832	2.3172733417012648	0.8415241930737335	0.88203543	9057
GO:0010498	"proteasomal protein catabolic process"	10498	NaN	2.576341350205793	1.815197450999324	0.8463432631432611	0.851761	9057
GO:0044282	"small molecule catabolic process"	44282	NaN	2.531478917042255	1.6365742975765183	0.8164965656138198	0.60166291	9057
GO:0043161	"proteasome-mediated ubiquitin-dependent protein catabolic process"	43161	NaN	2.469822015978163	1.4193299217920248	0.8499000216708241	0.91056333	9057
GO:0046434	"organophosphate catabolic process"	46434	NaN	2.287801729930226	0.9317369894757168	0.800698557281605	0.60485481	9057
GO:0009894	"regulation of catabolic process"	NaN	2.9800033715837464	4.605580766631264	0.9345670558765177	0.19335363	null
GO:0016477	"cell migration"	NaN	2.975431808509263	4.557304238679154	0.9810956020379178	0.01941633	null
GO:0043542	"endothelial cell migration"	43542	NaN	1.8920946026904804	0.3717292652312446	0.972633276102315	0.62981226	16477
GO:0007267	"cell-cell signaling"	NaN	2.967547976218862	4.475234141160567	0.9391928410679274	0.17954547	null
GO:0014070	"response to organic cyclic compound"	NaN	2.966610986681934	4.465578835570145	0.9670826716348837	0.38378374	null
GO:0007155	"cell adhesion"	NaN	2.964259630196849	4.441440571594091	0.9844499337712869	0.01806698	null
GO:0022603	"regulation of anatomical structure morphogenesis"	NaN	2.9566485792052033	4.364198126870716	0.9436307865879192	0.06093739	null
GO:0051094	"positive regulation of developmental process"	51094	NaN	3.171433900943008	7.159409095297867	0.9103641355370533	0.6258715	22603
GO:0045597	"positive regulation of cell differentiation"	45597	NaN	2.9916690073799486	4.731099739306749	0.9062028190842237	0.7447913	22603
GO:0060284	"regulation of cell development"	60284	NaN	2.976808337338066	4.571787197064787	0.9371738259007601	0.57604009	22603
GO:0050767	"regulation of neurogenesis"	50767	NaN	2.6857417386022635	2.336583952882109	0.936847685994846	0.66799421	22603
GO:0045687	"positive regulation of glial cell differentiation"	45687	NaN	1.7403626894942439	0.2606932509413923	0.9281759751300155	0.7119819	22603
GO:0060322	"head development"	NaN	2.9190780923760737	4.002124167229893	0.9606062986074658	0.2849961	null
GO:0043603	"amide metabolic process"	NaN	2.9138138523837167	3.9538476392777833	0.8973296427858121	0.19848796	null
GO:0031344	"regulation of cell projection organization"	NaN	2.8965262174895554	3.799362749831032	0.9377028937243115	0.06941422	null
GO:0051130	"positive regulation of cellular component organization"	51130	NaN	3.090610707828407	5.942840590904702	0.9019135865598109	0.64797119	31344
GO:0033043	"regulation of organelle organization"	33043	NaN	3.0726174765452368	5.701457951144154	0.9342439002492788	0.60072057	31344
GO:0120035	"regulation of plasma membrane bounded cell projection organization"	120035	NaN	2.8870543780509568	3.7172926523124454	0.9305616532263892	0.91596583	31344
GO:0051129	"negative regulation of cellular component organization"	51129	NaN	2.864511081058392	3.529014193299218	0.9303098603505954	0.55715443	31344
GO:0010975	"regulation of neuron projection development"	10975	NaN	2.7634279935629373	2.795210968427151	0.9329356543019571	0.53818738	31344
GO:0031346	"positive regulation of cell projection organization"	31346	NaN	2.6532125137753435	2.1676161050497247	0.9060232057873099	0.8492827	31344
GO:0031345	"negative regulation of cell projection organization"	31345	NaN	2.3521825181113627	1.0813942261272569	0.9329341271566169	0.77641026	31344
GO:0010977	"negative regulation of neuron projection development"	10977	NaN	2.230448921378274	0.8158733223906537	0.934924879168958	0.75597941	31344
GO:0030155	"regulation of cell adhesion"	NaN	2.8887409606828927	3.7317756106980786	0.9598312408532989	0.05793302	null
GO:0007420	"brain development"	NaN	2.888179493918325	3.7269479579028673	0.9273610357015211	0.311808	null
GO:0022008	"neurogenesis"	22008	NaN	3.180412632838324	7.309066331949405	0.9112560934190485	0.71424467	7420
GO:0048699	"generation of neurons"	48699	NaN	3.116275587580544	6.304914550545525	0.9060528260833067	0.75115649	7420
GO:0120036	"plasma membrane bounded cell projection organization"	120036	NaN	3.1007150865730817	6.08284252196582	0.9060672550301854	0.8538298	7420
GO:0030182	"neuron differentiation"	30182	NaN	3.0870712059065353	5.894564062952592	0.9051125824586721	0.88109842	7420
GO:0007417	"central nervous system development"	7417	NaN	3.0111473607757975	4.948344115091243	0.9300230462515069	0.6378334	7420
GO:0048666	"neuron development"	48666	NaN	2.9934362304976116	4.750410350487593	0.9071667210693486	0.8461785	7420
GO:0031175	"neuron projection development"	31175	NaN	2.905256048748451	3.8766051945544078	0.8524952769507814	0.83604654	7420
GO:0048858	"cell projection morphogenesis"	48858	NaN	2.7551122663950713	2.74210678767983	0.8779224948210678	0.91340509	7420
GO:0120039	"plasma membrane bounded cell projection morphogenesis"	120039	NaN	2.7489628612561616	2.703485565318142	0.8775781556569714	0.96731512	7420
GO:0048812	"neuron projection morphogenesis"	48812	NaN	2.7442929831226763	2.6745196485468763	0.852280388802343	0.85655618	7420
GO:0048667	"cell morphogenesis involved in neuron differentiation"	48667	NaN	2.7134905430939424	2.4910688423288594	0.9029399038066174	0.61581178	7420
GO:0061564	"axon development"	61564	NaN	2.677606952720493	2.2931350777252097	0.8611537629598323	0.77726575	7420
GO:0030900	"forebrain development"	30900	NaN	2.6693168805661123	2.249686202568311	0.9315824576836758	0.87226432	7420
GO:0007409	"axonogenesis"	7409	NaN	2.6190933306267428	2.003475910012552	0.8572816521607645	0.93286285	7420
GO:0042063	"gliogenesis"	42063	NaN	2.5010592622177517	1.525538283286666	0.9215624313085123	0.56496512	7420
GO:0010001	"glial cell differentiation"	10001	NaN	2.406540180433955	1.226223809983586	0.9220698842634906	0.52213038	7420
GO:0030902	"hindbrain development"	30902	NaN	2.296665190261531	0.9510476006565608	0.9380330869505015	0.77773829	7420
GO:0021954	"central nervous system neuron development"	21954	NaN	1.9912260756924949	0.468282321135464	0.9241838261355197	0.66040001	7420
GO:0021587	"cerebellum morphogenesis"	21587	NaN	1.7708520116421442	0.28000386212223616	0.9407720455569208	0.67400589	7420
GO:0032287	"peripheral nervous system myelin maintenance"	32287	NaN	1	0.04344887515689872	0.9174649174885445	0.67844153	7420
GO:0006325	"chromatin organization"	NaN	2.884795363948981	3.697982041131602	0.9286010546704815	0.49932236	null
GO:0061024	"membrane organization"	NaN	2.8739015978644615	3.606256638022593	0.9353812666470304	0.27517262	null
GO:0006974	"DNA damage response"	NaN	2.8727388274726686	3.5966013324321713	0.9623199121124304	0.08674311	null
GO:0006281	"DNA repair"	6281	NaN	2.6884198220027105	2.3510669112677416	0.8246587387937053	0.67676899	6974
GO:0006302	"double-strand break repair"	6302	NaN	2.3096301674258988	0.9800135174278265	0.8401244544483885	0.77971566	6974
GO:0006289	"nucleotide-excision repair"	6289	NaN	1.7323937598229686	0.2558655981461813	0.8595676891531707	0.51525156	6974
GO:0010564	"regulation of cell cycle process"	NaN	2.8555191556678	3.4565994013710535	0.9534826394501454	0.06842777	null
GO:1902806	"regulation of cell cycle G1/S phase transition"	1902806	NaN	2.2600713879850747	0.8738051559331853	0.9589835723496514	0.78700398	10564
GO:2000045	"regulation of G1/S transition of mitotic cell cycle"	2000045	NaN	2.1818435879447726	0.7289755720768563	0.9597214085942687	0.68658162	10564
GO:0019725	"cellular homeostasis"	NaN	2.8530895298518657	3.4372887901902094	0.9645687715631557	0	null
GO:0048878	"chemical homeostasis"	48878	NaN	2.9763499790032735	4.566959544269576	0.9633191039645634	0.74745542	19725
GO:0055082	"intracellular chemical homeostasis"	55082	NaN	2.782472624166286	2.920729941102636	0.957680279013692	0.82082233	19725
GO:0050801	"monoatomic ion homeostasis"	50801	NaN	2.734799829588847	2.616587815004345	0.9604774365874609	0.79017395	19725
GO:0055080	"monoatomic cation homeostasis"	55080	NaN	2.725094521081469	2.558655981461813	0.957301954947534	0.94759559	19725
GO:0006873	"intracellular monoatomic ion homeostasis"	6873	NaN	2.667452952889954	2.2400308969778893	0.9565447614179026	0.95064141	19725
GO:0098771	"inorganic ion homeostasis"	98771	NaN	2.661812685537261	2.211064980206624	0.9612442195366061	0.67196524	19725
GO:0030003	"intracellular monoatomic cation homeostasis"	30003	NaN	2.6570558528571038	2.186926716230569	0.9564221138988288	0.88489112	19725
GO:0055074	"calcium ion homeostasis"	55074	NaN	2.41161970596323	1.2407067683692188	0.9603743183084157	0.71827948	19725
GO:0006874	"intracellular calcium ion homeostasis"	6874	NaN	2.359835482339888	1.1007048373081008	0.9594039264667806	0.89141547	19725
GO:0070050	"neuron cellular homeostasis"	70050	NaN	1.9242792860618816	0.4006951820025104	0.9682381665668609	0.54286417	19725
GO:0006259	"DNA metabolic process"	NaN	2.8488047010518036	3.4034952206237326	0.83511573316217	0.49003579	null
GO:0032989	"cellular anatomical entity morphogenesis"	NaN	2.8363241157067516	3.3069421647195134	0.9510436032573185	0.41248846	null
GO:0000902	"cell morphogenesis"	902	NaN	2.9020028913507296	3.8476392777831414	0.9500782737196675	0.57251973	32989
GO:0016310	"phosphorylation"	NaN	2.826722520168992	3.234527372791349	0.8276515959748856	0.23223052	null
GO:0019637	"organophosphate metabolic process"	19637	NaN	2.960470777534299	4.402819349232403	0.8193536141506325	0.72406857	16310
GO:0006468	"protein phosphorylation"	6468	NaN	2.3979400086720375	1.2020855460075313	0.8220184171863013	0.60871204	16310
GO:0018209	"peptidyl-serine modification"	18209	NaN	1.7634279935629373	0.2751762093270252	0.8982344988246634	0.71294492	16310
GO:0018105	"peptidyl-serine phosphorylation"	18105	NaN	1.662757831681574	0.21724437578449357	0.8476471917173758	0.62926121	16310
GO:0098662	"inorganic cation transmembrane transport"	NaN	2.823474229170301	3.210389108815294	0.9283655844743514	0.4434739	null
GO:0034220	"monoatomic ion transmembrane transport"	34220	NaN	2.9190780923760737	4.002124167229893	0.9258451018065017	0.87718316	98662
GO:0098660	"inorganic ion transmembrane transport"	98660	NaN	2.8819549713396007	3.673843777155547	0.9271135925338101	0.78006684	98662
GO:0098655	"monoatomic cation transmembrane transport"	98655	NaN	2.846337112129805	3.384184609442889	0.9274279192600579	0.76465414	98662
GO:0040008	"regulation of growth"	NaN	2.812244696800369	3.1283190112967074	0.9641661442775403	0.03491155	null
GO:0034330	"cell junction organization"	NaN	2.7788744720027396	2.896591677126581	0.937096488885333	0.26628177	null
GO:0099177	"regulation of trans-synaptic signaling"	NaN	2.7774268223893115	2.886936371536159	0.954910597318879	0.42419547	null
GO:0050804	"modulation of chemical synaptic transmission"	NaN	2.776701183988411	2.882108718740948	0.9549197266132252	0.26649868	null
GO:0030029	"actin filament-based process"	NaN	2.7745169657285498	2.867625760355315	0.9853091291641249	0.01663366	null
GO:0097435	"supramolecular fiber organization"	NaN	2.7745169657285498	2.867625760355315	0.9371729998838595	0.24319601	null
GO:1901137	"carbohydrate derivative biosynthetic process"	NaN	2.7737864449811935	2.862798107560104	0.8631831337582815	0.26661041	null
GO:0006753	"nucleoside phosphate metabolic process"	6753	NaN	2.724275869600789	2.553828328666602	0.7506574150658067	0.80953521	1901137
GO:0009117	"nucleotide metabolic process"	9117	NaN	2.718501688867274	2.5200347591001258	0.7479723818238906	0.95564563	1901137
GO:0090407	"organophosphate biosynthetic process"	90407	NaN	2.7067177823367587	2.452447619967172	0.8020682927838894	0.78374462	1901137
GO:0006163	"purine nucleotide metabolic process"	6163	NaN	2.667452952889954	2.2400308969778893	0.7423025377449582	0.93664551	1901137
GO:0019693	"ribose phosphate metabolic process"	19693	NaN	2.6190933306267428	2.003475910012552	0.8128868945469189	0.777389	1901137
GO:0009259	"ribonucleotide metabolic process"	9259	NaN	2.606381365110605	1.9455440764700203	0.7493946777703707	0.96610477	1901137
GO:0009150	"purine ribonucleotide metabolic process"	9150	NaN	2.583198773968623	1.84416336777059	0.7423292523395041	0.90112792	1901137
GO:1901293	"nucleoside phosphate biosynthetic process"	1901293	NaN	2.406540180433955	1.226223809983586	0.7574904852335634	0.85555266	1901137
GO:0009141	"nucleoside triphosphate metabolic process"	9141	NaN	2.322219294733919	1.0089794341990925	0.7712189031238469	0.83536429	1901137
GO:0046390	"ribose phosphate biosynthetic process"	46390	NaN	2.307496037913213	0.9751858646326156	0.8057065146158394	0.70899321	1901137
GO:0009154	"purine ribonucleotide catabolic process"	9154	NaN	2.0086001717619175	0.4875929323163078	0.7552745742892628	0.76995062	1901137
GO:0090066	"regulation of anatomical structure size"	NaN	2.7708520116421442	2.8434874963792605	0.9531973234987019	0.41954686	null
GO:0046903	"secretion"	NaN	2.7528164311882715	2.727623829294197	0.9475866706600646	0.38511707	null
GO:0051668	"localization within membrane"	NaN	2.7520484478194387	2.7227961764989863	0.9326572443004317	0.41582616	null
GO:0010035	"response to inorganic substance"	NaN	2.749736315569061	2.7083132181133536	0.9745105814740985	0.26112438	null
GO:0051640	"organelle localization"	NaN	2.7489628612561616	2.703485565318142	0.9536885967138321	0.29011322	null
GO:0006518	"peptide metabolic process"	NaN	2.74350976472843	2.6696919957516654	0.8766103295848321	0.31915747	null
GO:0043604	"amide biosynthetic process"	43604	NaN	2.720159303405957	2.5296900646905476	0.8244979873162332	0.85003657	6518
GO:0043043	"peptide biosynthetic process"	43043	NaN	2.6148972160331345	1.9841652988317078	0.819890519845434	0.90734276	6518
GO:0006412	"translation"	6412	NaN	2.5888317255942073	1.868301631746645	0.8139296141053659	0.81615439	6518
GO:0061061	"muscle structure development"	NaN	2.7403626894942437	2.6503813845708217	0.9626901855975607	0.24382457	null
GO:0040007	"growth"	NaN	2.7315887651867388	2.5972772038235012	1	0	null
GO:0048589	"developmental growth"	NaN	2.7315887651867388	2.5972772038235012	0.9660072319206491	0	null
GO:0044089	"positive regulation of cellular component biogenesis"	NaN	2.7218106152125467	2.5393453702809694	0.9284341262907863	0.24541456	null
GO:0031334	"positive regulation of protein-containing complex assembly"	31334	NaN	2.292256071356476	0.9413922950661389	0.9183422217136583	0.69367168	44089
GO:0080135	"regulation of cellular response to stress"	NaN	2.717670503002262	2.5152071063049144	0.9507265609835244	0.23383786	null
GO:0051054	"positive regulation of DNA metabolic process"	51054	NaN	2.4885507165004443	1.4820894081297673	0.8976345622088582	0.83086943	80135
GO:0006282	"regulation of DNA repair"	6282	NaN	2.330413773349191	1.0282900453799362	0.9226383651249404	0.62029337	80135
GO:0045739	"positive regulation of DNA repair"	45739	NaN	2.12057393120585	0.6324225161726369	0.900553326401419	0.77640287	80135
GO:2000819	"regulation of nucleotide-excision repair"	2000819	NaN	1.462397997898956	0.1351742782659071	0.9355960210493038	0.65296339	80135
GO:0051301	"cell division"	NaN	2.7151673578484576	2.5007241479192817	0.9855585784025841	0.01458633	null
GO:0140352	"export from cell"	NaN	2.6989700043360187	2.4089987448102734	0.936194640007997	0.39221028	null
GO:0072521	"purine-containing compound metabolic process"	NaN	2.693726948923647	2.3800328280390075	0.841311375921037	0.34542265	null
GO:0045785	"positive regulation of cell adhesion"	NaN	2.6830470382388496	2.3221009944964757	0.9288081939213723	0.06456711	null
GO:0050870	"positive regulation of T cell activation"	50870	NaN	2.380211241711606	1.1538090180554215	0.9299790596162709	0.76976336	45785
GO:0034248	"regulation of amide metabolic process"	NaN	2.677606952720493	2.2931350777252097	0.9335367479480657	0.2443249	null
GO:0051276	"chromosome organization"	NaN	2.6646419755561257	2.225547938592256	0.9275076455316258	0.42303275	null
GO:0120031	"plasma membrane bounded cell projection assembly"	NaN	2.6483600109809315	2.14347784107367	0.9062568276133366	0.34983745	null
GO:0030031	"cell projection assembly"	30031	NaN	2.662757831681574	2.2158926330018347	0.9085466243870359	0.67504178	120031
GO:1905515	"non-motile cilium assembly"	1905515	NaN	1.806179973983887	0.304142126098291	0.9148752212877257	0.77298902	120031
GO:0030032	"lamellipodium assembly"	30032	NaN	1.591064607026499	0.1834508062180168	0.926576514731606	0.73446434	120031
GO:0007005	"mitochondrion organization"	NaN	2.6414741105040997	2.1096842715071933	0.9279477826747194	0.30530127	null
GO:0032940	"secretion by cell"	NaN	2.640481436970422	2.104856618711982	0.9345242124040172	0.32115811	null
GO:0023061	"signal release"	23061	NaN	2.342422680822206	1.057255962151202	0.8866770148156118	0.86468983	32940
GO:0032535	"regulation of cellular component size"	NaN	2.615950051656401	1.9889929516269191	0.896038783695148	0.44002752	null
GO:0008361	"regulation of cell size"	8361	NaN	2.342422680822206	1.057255962151202	0.9029390483147978	0.81702904	32535
GO:0007268	"chemical synaptic transmission"	NaN	2.5921767573958667	1.8827845901322777	0.9241849890134428	0.25364664	null
GO:0099536	"synaptic signaling"	99536	NaN	2.662757831681574	2.2158926330018347	0.9272267183673012	0.76268539	7268
GO:0099537	"trans-synaptic signaling"	99537	NaN	2.61066016308988	1.9648546876508644	0.9239990370904222	0.94280432	7268
GO:0098916	"anterograde trans-synaptic signaling"	98916	NaN	2.5921767573958667	1.8827845901322777	0.9241849890134428	0.96982182	7268
GO:1905145	"cellular response to acetylcholine"	1905145	NaN	1.7481880270062005	0.26552090373660325	0.9473628449701784	0.98519444	7268
GO:0095500	"acetylcholine receptor signaling pathway"	95500	NaN	1.7323937598229686	0.2558655981461813	0.9019263785939067	0.74946499	7268
GO:0007213	"G protein-coupled acetylcholine receptor signaling pathway"	7213	NaN	1.3424226808222062	0.10138070869943033	0.9093672704748255	0.9198162	7268
GO:0007207	"phospholipase C-activating G protein-coupled acetylcholine receptor signaling pathway"	7207	NaN	1.0413926851582251	0.04827652795210968	0.9145851180153228	0.86965204	7268
GO:0050808	"synapse organization"	NaN	2.582063362911709	1.8393357149753788	0.926582245888353	0.25025959	null
GO:0034329	"cell junction assembly"	34329	NaN	2.4742162640762553	1.4338128801776575	0.9181156858481684	0.83465992	50808
GO:0099173	"postsynapse organization"	99173	NaN	2.146128035678238	0.6710437385343246	0.9324163632286088	0.7642452	50808
GO:0007416	"synapse assembly"	7416	NaN	2.060697840353612	0.5503524186540504	0.8804791120331336	0.76858598	50808
GO:0040011	"locomotion"	NaN	2.5809249756756194	1.834508062180168	1	0	null
GO:0010038	"response to metal ion"	NaN	2.5774917998372255	1.8200251037945352	0.9756177597668925	0.2890451	null
GO:0010959	"regulation of metal ion transport"	NaN	2.5774917998372255	1.8200251037945352	0.8698662322463511	0.48563306	null
GO:0051049	"regulation of transport"	51049	NaN	3.2392994791268923	8.37114994689582	0.8599676249067666	0.7474703	10959
GO:0060341	"regulation of cellular localization"	60341	NaN	3.0211892990699383	5.0642077821763065	0.8667714100453835	0.67272746	10959
GO:0051050	"positive regulation of transport"	51050	NaN	2.9800033715837464	4.605580766631264	0.8463743117196363	0.71003895	10959
GO:0032880	"regulation of protein localization"	32880	NaN	2.975891136401793	4.562131891474365	0.8504532290604704	0.59041079	10959
GO:0051046	"regulation of secretion"	51046	NaN	2.873320601815399	3.6014289852273826	0.8677618253885604	0.67304275	10959
GO:1903530	"regulation of secretion by cell"	1903530	NaN	2.8273692730538253	3.23935502558656	0.8628620107205501	0.64886072	10959
GO:0070201	"regulation of establishment of protein localization"	70201	NaN	2.7708520116421442	2.8434874963792605	0.8566538567811092	0.85201969	10959
GO:0060627	"regulation of vesicle-mediated transport"	60627	NaN	2.7641761323903307	2.8000386212223614	0.8696622643016074	0.61385209	10959
GO:0051223	"regulation of protein transport"	51223	NaN	2.705007959333336	2.44279231437675	0.8504199633049873	0.83298673	10959
GO:1903829	"positive regulation of protein localization"	1903829	NaN	2.699837725867246	2.413826397605484	0.8427874515140912	0.83152793	10959
GO:0043269	"regulation of monoatomic ion transport"	43269	NaN	2.6541765418779604	2.1724437578449356	0.8755483202344323	0.5801041	10959
GO:0034762	"regulation of transmembrane transport"	34762	NaN	2.615950051656401	1.9889929516269191	0.8748090660645144	0.58675203	10959
GO:1904951	"positive regulation of establishment of protein localization"	1904951	NaN	2.5390760987927767	1.665540214347784	0.8415555262587481	0.88609839	10959
GO:0051222	"positive regulation of protein transport"	51222	NaN	2.4608978427565478	1.390364005020759	0.8355948452610232	0.86606553	10959
GO:0034765	"regulation of monoatomic ion transmembrane transport"	34765	NaN	2.45178643552429	1.3613980882494932	0.8684501668996364	0.90235763	10959
GO:1904062	"regulation of monoatomic cation transmembrane transport"	1904062	NaN	2.403120521175818	1.216568504393164	0.8696723992417943	0.89029704	10959
GO:1905475	"regulation of protein localization to membrane"	1905475	NaN	2.322219294733919	1.0089794341990925	0.8723634039324744	0.7371296	10959
GO:0043270	"positive regulation of monoatomic ion transport"	43270	NaN	2.3096301674258988	0.9800135174278265	0.8578949566305328	0.86799514	10959
GO:0050714	"positive regulation of protein secretion"	50714	NaN	2.24551266781415	0.8448392391619195	0.8403529206773843	0.88996479	10959
GO:0033157	"regulation of intracellular protein transport"	33157	NaN	2.230448921378274	0.8158733223906537	0.8638128120465071	0.71729784	10959
GO:0002793	"positive regulation of peptide secretion"	2793	NaN	2.1958996524092336	0.753113836052911	0.8645161839838419	0.84959976	10959
GO:0090277	"positive regulation of peptide hormone secretion"	90277	NaN	2.184691430817599	0.7338032248720672	0.8468505855283169	0.96243198	10959
GO:1904375	"regulation of protein localization to cell periphery"	1904375	NaN	2.164352855784437	0.7000096553055903	0.8771268464751268	0.70364869	10959
GO:0032388	"positive regulation of intracellular transport"	32388	NaN	2.161368002234975	0.6951820025103795	0.8535712438501476	0.86845002	10959
GO:0032024	"positive regulation of insulin secretion"	32024	NaN	2.0755469613925306	0.5696630298348943	0.8310390544565884	0.74534877	10959
GO:1905477	"positive regulation of protein localization to membrane"	1905477	NaN	2.0681858617461617	0.5600077242444723	0.8574230328769998	0.87303651	10959
GO:1903076	"regulation of protein localization to plasma membrane"	1903076	NaN	2.0453229787866576	0.5310418074732065	0.8753002499287151	0.6803004	10959
GO:0090316	"positive regulation of intracellular protein transport"	90316	NaN	2.0253058652647704	0.5069035434971516	0.8487636335055507	0.84127325	10959
GO:1900182	"positive regulation of protein localization to nucleus"	1900182	NaN	1.9493900066449128	0.42483344597856526	0.8624008613847851	0.66254258	10959
GO:1904377	"positive regulation of protein localization to cell periphery"	1904377	NaN	1.8512583487190752	0.3379356956647678	0.8635531669221771	0.90172554	10959
GO:0002028	"regulation of sodium ion transport"	2028	NaN	1.8195439355418688	0.31379743168871294	0.8911743937038283	0.76682434	10959
GO:1903078	"positive regulation of protein localization to plasma membrane"	1903078	NaN	1.7708520116421442	0.28000386212223616	0.8650840980204715	0.8864711	10959
GO:0042307	"positive regulation of protein import into nucleus"	42307	NaN	1.6989700043360187	0.23655498696533747	0.8580610088099939	0.87089537	10959
GO:1902305	"regulation of sodium ion transmembrane transport"	1902305	NaN	1.414973347970818	0.1206913198802742	0.8953565624369767	0.69851287	10959
GO:0006091	"generation of precursor metabolites and energy"	NaN	2.5646660642520893	1.7669209230472143	0.895349940959181	0.17591304	null
GO:0022411	"cellular component disassembly"	NaN	2.4871383754771865	1.4772617553345564	0.9418439309848947	0.16596339	null
GO:0031647	"regulation of protein stability"	NaN	2.4578818967339924	1.380708699430337	0.9569007991466784	0.33847073	null
GO:0030336	"negative regulation of cell migration"	NaN	2.4533183400470375	1.366225741044704	0.941662773260085	0.06004978	null
GO:2000145	"regulation of cell motility"	2000145	NaN	2.998259338423699	4.803514531234914	0.9425154414412054	0.9274536	30336
GO:0030334	"regulation of cell migration"	30334	NaN	2.9731278535996988	4.5331659747031	0.9427965353275702	0.78461921	30336
GO:0040013	"negative regulation of locomotion"	40013	NaN	2.514547752660286	1.5738148112387755	0.9455795835904106	0.67318386	30336
GO:2000146	"negative regulation of cell motility"	2000146	NaN	2.469822015978163	1.4193299217920248	0.9414195660299688	0.9560783	30336
