TermID	Name	Value	LogSize	Frequency	Uniqueness	Dispensability	Representative
GO:0000226	"microtubule cytoskeleton organization"	NaN	2.7752462597402365	2.872453413150526	0.925062911173524	0.43760256	null
GO:0044248	"cellular catabolic process"	44248	NaN	3.037027879755775	5.2524862411895334	0.8587053016701378	0.7862353	6914
GO:0044282	"small molecule catabolic process"	44282	NaN	2.531478917042255	1.6365742975765183	0.837373231648081	0.60166291	6914
GO:0051603	"proteolysis involved in protein catabolic process"	51603	NaN	2.7831886910752575	2.925557593897847	0.8509674318764379	0.80289382	6914
GO:0061753	"substrate localization to autophagosome"	61753	NaN	0.6020599913279624	0.014482958385632905	0.8089404608013883	0.63989131	6914
GO:0061909	"autophagosome-lysosome fusion"	61909	NaN	1.0791812460476249	0.05310418074732066	0.7890977293427489	0.71041541	6914
GO:1901565	"organonitrogen compound catabolic process"	1901565	NaN	3.0511525224473814	5.426281741817129	0.8506258654589616	0.79092932	6914
GO:1901575	"organic substance catabolic process"	1901575	NaN	3.2140486794119414	7.898039972965145	0.8712249625062725	0.77096591	6914
GO:0006915	"apoptotic process"	NaN	3.0141003215196207	4.982137684657719	0.9681758933163428	0.01978273	null
GO:0001836	"release of cytochrome c from mitochondria"	1836	NaN	1.4313637641589874	0.12551897267548517	0.898839790645926	0.60508416	6915
GO:0008631	"intrinsic apoptotic signaling pathway in response to oxidative stress"	8631	NaN	1.3617278360175928	0.10620836149464132	0.9343122845463827	0.56702608	6915
GO:0008637	"apoptotic mitochondrial changes"	8637	NaN	1.845098040014257	0.3331080428695568	0.9331607272785125	0.64149349	6915
GO:0012501	"programmed cell death"	12501	NaN	3.037027879755775	5.2524862411895334	0.9679869966219856	0.93905455	6915
GO:0097190	"apoptotic signaling pathway"	97190	NaN	2.5118833609788744	1.5641595056483537	0.9209138631114746	0.78011849	6915
GO:0097193	"intrinsic apoptotic signaling pathway"	97193	NaN	2.2405492482826	0.8351839335714974	0.9209446683132183	0.7172395	6915
GO:0006950	"response to stress"	NaN	3.5308397786165204	16.38505358694603	0.9890103870475261	0.21862042	null
GO:0006970	"response to osmotic stress"	NaN	1.8920946026904804	0.3717292652312446	0.9813074853021224	0.40892098	null
GO:0036294	"cellular response to decreased oxygen levels"	36294	NaN	2.155336037465062	0.6855266969199575	0.9677611981402854	0.96347397	6970
GO:0071453	"cellular response to oxygen levels"	71453	NaN	2.2041199826559246	0.767596794438544	0.9680331077536349	0.80958706	6970
GO:0071456	"cellular response to hypoxia"	71456	NaN	2.1271047983648077	0.6420778217630588	0.9648985977073862	0.51239534	6970
GO:0006972	"hyperosmotic response"	NaN	1.3617278360175928	0.10620836149464132	0.9817484511055076	0.43829669	null
GO:0008627	"intrinsic apoptotic signaling pathway in response to osmotic stress"	8627	NaN	0.6020599913279624	0.014482958385632905	0.9334469068521768	0.71062579	6972
GO:0007005	"mitochondrion organization"	NaN	2.6414741105040997	2.1096842715071933	0.9363245431093518	0.40535079	null
GO:0007017	"microtubule-based process"	NaN	2.94546858513182	4.253162112580863	0.9854211483037875	0.01906736	null
GO:0007154	"cell communication"	NaN	3.7836177651907485	29.327990730906635	0.9803251016711779	0.04843327	null
GO:0007264	"small GTPase-mediated signal transduction"	NaN	2.3944516808262164	1.1924302404171092	0.929933588959314	0.23827263	null
GO:0007265	"Ras protein signal transduction"	7265	NaN	1.8976270912904414	0.3765569180264555	0.9369708023619404	0.62307447	7264
GO:0007267	"cell-cell signaling"	NaN	2.967547976218862	4.475234141160567	0.9343330462215482	0.06309622	null
GO:0007420	"brain development"	NaN	2.888179493918325	3.7269479579028673	0.9307332095315494	0.29138143	null
GO:0007275	"multicellular organism development"	7275	NaN	3.617000341120899	19.981654919378197	0.9495168194500924	0.58422626	7420
GO:0007399	"nervous system development"	7399	NaN	3.3412366232386925	10.587042579897654	0.9415714179814159	0.64815335	7420
GO:0007409	"axonogenesis"	7409	NaN	2.6190933306267428	2.003475910012552	0.8779367645744738	0.93286285	7420
GO:0016358	"dendrite development"	16358	NaN	2.1760912590556813	0.7193202664864343	0.8950484665200484	0.67281121	7420
GO:0021537	"telencephalon development"	21537	NaN	2.494154594018443	1.5014000193106112	0.9352766280417211	0.82515952	7420
GO:0021543	"pallium development"	21543	NaN	2.3242824552976926	1.0138070869943032	0.9366261175772438	0.84389554	7420
GO:0021801	"cerebral cortex radial glia-guided migration"	21801	NaN	1.4471580313422192	0.13034662547069614	0.9292243575545048	0.62211976	7420
GO:0021814	"cell motility involved in cerebral cortex radial glia guided migration"	21814	NaN	0.8450980400142568	0.02896591677126581	0.9372066123327574	0.89713032	7420
GO:0021815	"modulation of microtubule cytoskeleton involved in cerebral cortex radial glia guided migration"	21815	NaN	0.6989700043360189	0.019310611180843873	0.9078248731509952	0.8731912	7420
GO:0021987	"cerebral cortex development"	21987	NaN	2.130333768495006	0.6469054745582697	0.9387863655331514	0.858732	7420
GO:0022008	"neurogenesis"	22008	NaN	3.180412632838324	7.309066331949405	0.9157190976265047	0.67996179	7420
GO:0022030	"telencephalon glial cell migration"	22030	NaN	1.4471580313422192	0.13034662547069614	0.9300539475122707	0.90812701	7420
GO:0030182	"neuron differentiation"	30182	NaN	3.0870712059065353	5.894564062952592	0.9106921920026572	0.88109842	7420
GO:0031175	"neuron projection development"	31175	NaN	2.905256048748451	3.8766051945544078	0.8737383718043579	0.83604654	7420
GO:0048666	"neuron development"	48666	NaN	2.9934362304976116	4.750410350487593	0.9111333266106513	0.8461785	7420
GO:0048667	"cell morphogenesis involved in neuron differentiation"	48667	NaN	2.7134905430939424	2.4910688423288594	0.909552788935121	0.57513376	7420
GO:0048699	"generation of neurons"	48699	NaN	3.116275587580544	6.304914550545525	0.9115294627027246	0.75115649	7420
GO:0048731	"system development"	48731	NaN	3.564784384503987	17.717485758424253	0.9405776014863775	0.51335813	7420
GO:0048812	"neuron projection morphogenesis"	48812	NaN	2.7442929831226763	2.6745196485468763	0.8737925974247207	0.85655618	7420
GO:0048813	"dendrite morphogenesis"	48813	NaN	1.9138138523837167	0.3910398764120884	0.8956511928326639	0.8290166	7420
GO:0048856	"anatomical structure development"	48856	NaN	3.7396514437093766	26.50381384570822	0.9536518545472216	0.60421568	7420
GO:0048858	"cell projection morphogenesis"	48858	NaN	2.7551122663950713	2.74210678767983	0.8985498044629782	0.91340509	7420
GO:0060996	"dendritic spine development"	60996	NaN	1.6020599913279623	0.18827845901322776	0.9058406255046688	0.58233423	7420
GO:0061564	"axon development"	61564	NaN	2.677606952720493	2.2931350777252097	0.8806034678347615	0.77726575	7420
GO:0120036	"plasma membrane bounded cell projection organization"	120036	NaN	3.1007150865730817	6.08284252196582	0.9196589633533429	0.8538298	7420
GO:0120039	"plasma membrane bounded cell projection morphogenesis"	120039	NaN	2.7489628612561616	2.703485565318142	0.8980483460740039	0.96731512	7420
GO:0007610	"behavior"	NaN	2.887617300335736	3.722120305107657	0.9815521099403122	0	null
GO:0007626	"locomotory behavior"	NaN	2.423245873936808	1.2745003379356956	0.9815842843957023	0.15608872	null
GO:0007611	"learning or memory"	7611	NaN	2.5390760987927767	1.665540214347784	0.9810706003442955	0.7492368	7626
GO:0008037	"cell recognition"	NaN	2.1702617153949575	0.7096649608960124	0.9881944799574276	0	null
GO:0008152	"metabolic process"	NaN	3.8860392755664424	37.129477647967555	1	0	null
GO:0008219	"cell death"	NaN	3.037027879755775	5.2524862411895334	0.9850018433088741	0.02025509	null
GO:0008277	"regulation of G protein-coupled receptor signaling pathway"	NaN	2.143014800254095	0.6662160857391136	0.9347595531026079	0.22047325	null
GO:0008283	"cell population proliferation"	NaN	2.9449759084120477	4.248334459785652	0.9854233386372729	0.0179473	null
GO:0009056	"catabolic process"	NaN	3.284205067701794	9.283576325190692	0.9111510960303877	0.25265089	null
GO:0009226	"nucleotide-sugar biosynthetic process"	NaN	1.3222192947339193	0.09655305590421936	0.8340435232804301	0.47351522	null
GO:0006048	"UDP-N-acetylglucosamine biosynthetic process"	6048	NaN	0.9542425094393249	0.038621222361687746	0.8409677624800608	0.85344726	9226
GO:0009123	"nucleoside monophosphate metabolic process"	9123	NaN	1.9242792860618816	0.4006951820025104	0.8158061550766714	0.55392241	9226
GO:0009126	"purine nucleoside monophosphate metabolic process"	9126	NaN	1.662757831681574	0.21724437578449357	0.8224132170972472	0.89154256	9226
GO:0009132	"nucleoside diphosphate metabolic process"	9132	NaN	1.9294189257142926	0.40552283479772133	0.8156036875944841	0.64818352	9226
GO:0009161	"ribonucleoside monophosphate metabolic process"	9161	NaN	1.792391689498254	0.29448682050786906	0.8176446150847609	0.91936353	9226
GO:0009167	"purine ribonucleoside monophosphate metabolic process"	9167	NaN	1.6334684555795864	0.20276141739886067	0.8231298402349864	0.60985051	9226
GO:0046033	"AMP metabolic process"	46033	NaN	1.4913616938342726	0.14482958385632905	0.818045786284356	0.9606618	9226
GO:0046128	"purine ribonucleoside metabolic process"	46128	NaN	1.4771212547196624	0.14000193106111808	0.8298389060753605	0.65599599	9226
GO:0072522	"purine-containing compound biosynthetic process"	72522	NaN	2.3404441148401185	1.052428309355991	0.8301575250809292	0.51217519	9226
GO:0009438	"methylglyoxal metabolic process"	NaN	0.9542425094393249	0.038621222361687746	0.8857316492159509	0.11754197	null
GO:0009605	"response to external stimulus"	NaN	3.384353414137506	11.692575070000967	0.9895108210505601	0.17176861	null
GO:0009615	"response to virus"	NaN	2.5118833609788744	1.5641595056483537	0.9753947649854512	0.41289646	null
GO:0009628	"response to abiotic stimulus"	NaN	3.062581984228163	5.571111325673458	0.9904925694877522	0.11696408	null
GO:0009650	"UV protection"	NaN	1	0.04344887515689872	0.9866446560590294	0	null
GO:0009894	"regulation of catabolic process"	NaN	2.9800033715837464	4.605580766631264	0.9410882852855407	0.2443249	null
GO:0009895	"negative regulation of catabolic process"	NaN	2.519827993775719	1.5931254224196194	0.9227326586437373	0.21155455	null
GO:0042176	"regulation of protein catabolic process"	42176	NaN	2.5490032620257876	1.704161436709472	0.9192007439258503	0.71512424	9895
GO:0009914	"hormone transport"	NaN	2.0718820073061255	0.5648353770396833	0.8501502212231741	0.3519217	null
GO:0009987	"cellular process"	NaN	4.2026789942277265	76.9817514724341	1	0	null
GO:0010256	"endomembrane system organization"	NaN	2.710963118995276	2.4765858839432267	0.9441671464061814	0.23869049	null
GO:0010646	"regulation of cell communication"	NaN	3.534026106056135	16.5057449068263	0.9491346805733962	0.11669519	null
GO:0010807	"regulation of synaptic vesicle priming"	NaN	1.0791812460476249	0.05310418074732066	0.9495216458832636	0.0325227	null
GO:0010821	"regulation of mitochondrion organization"	NaN	2.1271047983648077	0.6420778217630588	0.9334985385134064	0.36634838	null
GO:0010639	"negative regulation of organelle organization"	10639	NaN	2.5440680443502757	1.684850825528628	0.9135897058376196	0.59159417	10821
GO:0015800	"acidic amino acid transport"	NaN	1.7403626894942439	0.2606932509413923	0.9008317637470675	0.26289011	null
GO:0006835	"dicarboxylic acid transport"	6835	NaN	1.9242792860618816	0.4006951820025104	0.8988532397198246	0.7059476	15800
GO:0006865	"amino acid transport"	6865	NaN	2.2068258760318495	0.7724244472337549	0.8899393736030902	0.77979759	15800
GO:0015833	"peptide transport"	NaN	2.0718820073061255	0.5648353770396833	0.8908644301307905	0.47908787	null
GO:0002790	"peptide secretion"	2790	NaN	1.9637878273455553	0.4393164043641981	0.8788241575600565	0.94339978	15833
GO:0030072	"peptide hormone secretion"	30072	NaN	1.9395192526186185	0.41517814038814327	0.8011389601928773	0.90778635	15833
GO:0030073	"insulin secretion"	30073	NaN	1.792391689498254	0.29448682050786906	0.7904354645491256	0.95542861	15833
GO:0046879	"hormone secretion"	46879	NaN	2.0293837776852097	0.5117311962923626	0.8057600035891828	0.95677825	15833
GO:0015850	"organic hydroxy compound transport"	NaN	2.2764618041732443	0.907598725499662	0.8928853121295092	0.40322102	null
GO:0016050	"vesicle organization"	NaN	2.519827993775719	1.5931254224196194	0.9382827489275085	0.24098999	null
GO:0016052	"carbohydrate catabolic process"	NaN	2.041392685158225	0.5262141546779955	0.9004371023204455	0.16558116	null
GO:0046365	"monosaccharide catabolic process"	46365	NaN	1.6020599913279623	0.18827845901322776	0.8575738519215143	0.66781456	16052
GO:0016188	"synaptic vesicle maturation"	NaN	1.4771212547196624	0.14000193106111808	0.9334045661031394	0.30269033	null
GO:0006900	"vesicle budding from membrane"	6900	NaN	1.8692317197309762	0.3524186540504007	0.8432210912348083	0.66673221	16188
GO:0016477	"cell migration"	NaN	2.975431808509263	4.557304238679154	0.9777649188773887	0.01928167	null
GO:0018105	"peptidyl-serine phosphorylation"	NaN	1.662757831681574	0.21724437578449357	0.8590636490784754	0.46521169	null
GO:0006163	"purine nucleotide metabolic process"	6163	NaN	2.667452952889954	2.2400308969778893	0.7720250898260149	0.93664551	18105
GO:0006164	"purine nucleotide biosynthetic process"	6164	NaN	2.326335860928751	1.0186347397895144	0.7764178197554548	0.96628078	18105
GO:0006172	"ADP biosynthetic process"	6172	NaN	0.6989700043360189	0.019310611180843873	0.8297109145507389	0.79398876	18105
GO:0006753	"nucleoside phosphate metabolic process"	6753	NaN	2.724275869600789	2.553828328666602	0.7809580502691632	0.80953521	18105
GO:0006754	"ATP biosynthetic process"	6754	NaN	1.9030899869919435	0.3813845708216665	0.7892869673879697	0.95028791	18105
GO:0006796	"phosphate-containing compound metabolic process"	6796	NaN	3.193958978019187	7.540793666119533	0.8280382784385002	0.83144574	18105
GO:0009117	"nucleotide metabolic process"	9117	NaN	2.718501688867274	2.5200347591001258	0.7783511119581584	0.95564563	18105
GO:0009135	"purine nucleoside diphosphate metabolic process"	9135	NaN	1.8325089127062364	0.32345273727913487	0.8122865373365047	0.94755036	18105
GO:0009136	"purine nucleoside diphosphate biosynthetic process"	9136	NaN	0.7781512503836436	0.02413826397605484	0.8343980757251513	0.88255018	18105
GO:0009141	"nucleoside triphosphate metabolic process"	9141	NaN	2.322219294733919	1.0089794341990925	0.798747033063002	0.83536429	18105
GO:0009142	"nucleoside triphosphate biosynthetic process"	9142	NaN	2.012837224705172	0.4924205851115188	0.7950527624977627	0.72751105	18105
GO:0009144	"purine nucleoside triphosphate metabolic process"	9144	NaN	2.290034611362518	0.936564642270928	0.7943293996789191	0.9730463	18105
GO:0009145	"purine nucleoside triphosphate biosynthetic process"	9145	NaN	1.9637878273455553	0.4393164043641981	0.7953006453190906	0.96162812	18105
GO:0009150	"purine ribonucleotide metabolic process"	9150	NaN	2.583198773968623	1.84416336777059	0.7734363222726458	0.90112792	18105
GO:0009152	"purine ribonucleotide biosynthetic process"	9152	NaN	2.2600713879850747	0.8738051559331853	0.7774859294704966	0.86481177	18105
GO:0009165	"nucleotide biosynthetic process"	9165	NaN	2.404833716619938	1.221396157188375	0.7796704011728988	0.96693031	18105
GO:0009179	"purine ribonucleoside diphosphate metabolic process"	9179	NaN	1.8325089127062364	0.32345273727913487	0.8117872445961857	0.98726554	18105
GO:0009180	"purine ribonucleoside diphosphate biosynthetic process"	9180	NaN	0.7781512503836436	0.02413826397605484	0.8340436614919824	0.9865435	18105
GO:0009185	"ribonucleoside diphosphate metabolic process"	9185	NaN	1.8976270912904414	0.3765569180264555	0.8097244806672335	0.96952008	18105
GO:0009188	"ribonucleoside diphosphate biosynthetic process"	9188	NaN	1	0.04344887515689872	0.8273430884385936	0.92708446	18105
GO:0009199	"ribonucleoside triphosphate metabolic process"	9199	NaN	2.285557309007774	0.9269093366805059	0.7945401000057473	0.95464487	18105
GO:0009201	"ribonucleoside triphosphate biosynthetic process"	9201	NaN	1.9822712330395684	0.458627015545042	0.7944813695963792	0.9780308	18105
GO:0009205	"purine ribonucleoside triphosphate metabolic process"	9205	NaN	2.271841606536499	0.8979434199092402	0.7948435069818789	0.96984183	18105
GO:0009206	"purine ribonucleoside triphosphate biosynthetic process"	9206	NaN	1.9590413923210936	0.43448875156898714	0.7953320927365818	0.98181746	18105
GO:0009259	"ribonucleotide metabolic process"	9259	NaN	2.606381365110605	1.9455440764700203	0.7809698970376238	0.96610477	18105
GO:0009260	"ribonucleotide biosynthetic process"	9260	NaN	2.294466226161593	0.9462199478613499	0.7824503093538199	0.97550862	18105
GO:0018209	"peptidyl-serine modification"	18209	NaN	1.7634279935629373	0.2751762093270252	0.9034907683103882	0.71294492	18105
GO:0019637	"organophosphate metabolic process"	19637	NaN	2.960470777534299	4.402819349232403	0.8364561773668052	0.51278094	18105
GO:0019693	"ribose phosphate metabolic process"	19693	NaN	2.6190933306267428	2.003475910012552	0.8296921231213171	0.67475564	18105
GO:0042776	"proton motive force-driven mitochondrial ATP synthesis"	42776	NaN	1.792391689498254	0.29448682050786906	0.7693268624453593	0.8736672	18105
GO:0046031	"ADP metabolic process"	46031	NaN	1.7853298350107671	0.2896591677126581	0.8032012159081502	0.73166993	18105
GO:0046034	"ATP metabolic process"	46034	NaN	2.2121876044039577	0.7820797528241769	0.7864429372884689	0.89523902	18105
GO:0046390	"ribose phosphate biosynthetic process"	46390	NaN	2.307496037913213	0.9751858646326156	0.8244240438973723	0.69911574	18105
GO:0090407	"organophosphate biosynthetic process"	90407	NaN	2.7067177823367587	2.452447619967172	0.8217625677925221	0.78374462	18105
GO:1901293	"nucleoside phosphate biosynthetic process"	1901293	NaN	2.406540180433955	1.226223809983586	0.785689547104339	0.85555266	18105
GO:0018193	"peptidyl-amino acid modification"	NaN	2.4313637641589874	1.2986386019117506	0.8884802301623209	0.28698382	null
GO:0036211	"protein modification process"	36211	NaN	3.1758016328482794	7.231823887226032	0.8628082891388352	0.66306441	18193
GO:0019081	"viral translation"	NaN	1.146128035678238	0.06275948633774259	0.9905349263306216	0	null
GO:0019725	"cellular homeostasis"	NaN	2.8530895298518657	3.4372887901902094	0.9961605195345885	0	null
GO:0070050	"neuron cellular homeostasis"	70050	NaN	1.9242792860618816	0.4006951820025104	0.995964026016998	0.54286417	19725
GO:0022411	"cellular component disassembly"	NaN	2.4871383754771865	1.4772617553345564	0.9473941837013725	0.19426873	null
GO:0022603	"regulation of anatomical structure morphogenesis"	NaN	2.9566485792052033	4.364198126870716	0.9537528051831569	0.41565245	null
GO:0022604	"regulation of cell morphogenesis"	NaN	2.4345689040341987	1.3082939075021724	0.9582567689264708	0.47953334	null
GO:0022607	"cellular component assembly"	NaN	3.3727279408855955	11.383605291107465	0.9247611320352103	0.39635342	null
GO:0022904	"respiratory electron transport chain"	NaN	2.0043213737826426	0.4827652795210968	0.8877166005932695	0.1850844	null
GO:0006119	"oxidative phosphorylation"	6119	NaN	2.0644579892269186	0.5551800714492614	0.8873618485641891	0.9145401	22904
GO:0006120	"mitochondrial electron transport, NADH to ubiquinone"	6120	NaN	1.4313637641589874	0.12551897267548517	0.899245455205753	0.8689304	22904
GO:0006123	"mitochondrial electron transport, cytochrome c to oxygen"	6123	NaN	1.3424226808222062	0.10138070869943033	0.9010002824590209	0.85375298	22904
GO:0009060	"aerobic respiration"	9060	NaN	2.214843848047698	0.7869074056193878	0.8843062391614421	0.90198211	22904
GO:0015980	"energy derivation by oxidation of organic compounds"	15980	NaN	2.436162647040756	1.3131215602973834	0.8817736841993786	0.82768856	22904
GO:0019646	"aerobic electron transport chain"	19646	NaN	1.8129133566428555	0.30896977889350197	0.8915393630748485	0.93936282	22904
GO:0022900	"electron transport chain"	22900	NaN	2.041392685158225	0.5262141546779955	0.8921569908072813	0.74941222	22904
GO:0042773	"ATP synthesis coupled electron transport"	42773	NaN	1.863322860120456	0.34759100125518977	0.8903767519133994	0.94942539	22904
GO:0042775	"mitochondrial ATP synthesis coupled electron transport"	42775	NaN	1.8512583487190752	0.3379356956647678	0.8902794016852128	0.9469991	22904
GO:0045333	"cellular respiration"	45333	NaN	2.305351369446624	0.9703582118374047	0.8835278501136128	0.90207483	22904
GO:0023051	"regulation of signaling"	NaN	3.5342800052050816	16.515400212416722	0.953115676354291	0.09596933	null
GO:0023052	"signaling"	NaN	3.7710727832211948	28.492806797335135	0.9480165643459565	0.14887093	null
GO:0030029	"actin filament-based process"	NaN	2.7745169657285498	2.867625760355315	0.9861422930665108	0.01544025	null
GO:0030030	"cell projection organization"	NaN	3.1189257528257768	6.343535772907212	0.937107905184041	0.31064959	null
GO:0030162	"regulation of proteolysis"	NaN	2.6232492903979003	2.022786521193396	0.9234748208803315	0.42713831	null
GO:0032434	"regulation of proteasomal ubiquitin-dependent protein catabolic process"	32434	NaN	2.113943352306837	0.6227672105822148	0.9151276893780922	0.79720537	30162
GO:0045861	"negative regulation of proteolysis"	45861	NaN	2.146128035678238	0.6710437385343246	0.9095108719061493	0.80346193	30162
GO:0051247	"positive regulation of protein metabolic process"	51247	NaN	3.03342375548695	5.209037366032635	0.8950507995921827	0.67781826	30162
GO:0051248	"negative regulation of protein metabolic process"	51248	NaN	2.808210972924222	3.099353094525442	0.908261483897059	0.59087727	30162
GO:0061136	"regulation of proteasomal protein catabolic process"	61136	NaN	2.290034611362518	0.936564642270928	0.9122444782032895	0.93793166	30162
GO:1901799	"negative regulation of proteasomal protein catabolic process"	1901799	NaN	1.7160033436347992	0.2462102925557594	0.9120361649715757	0.84779083	30162
GO:1902961	"positive regulation of aspartic-type endopeptidase activity involved in amyloid precursor protein catabolic process"	1902961	NaN	0.3010299956639812	0.004827652795210968	0.9128040608357179	0.92146376	30162
GO:1903050	"regulation of proteolysis involved in protein catabolic process"	1903050	NaN	2.359835482339888	1.1007048373081008	0.916240742807392	0.51814152	30162
GO:1903051	"negative regulation of proteolysis involved in protein catabolic process"	1903051	NaN	1.8388490907372552	0.32828039007434584	0.9119288691099554	0.8260168	30162
