TermID	Name	Value	LogSize	Frequency	Uniqueness	Dispensability	Representative
GO:0000226	"microtubule cytoskeleton organization"	NaN	2.7752462597402365	2.872453413150526	0.9244642378930402	0.28087445	null
GO:0044340	"canonical Wnt signaling pathway involved in regulation of cell proliferation"	44340	NaN	1.724275869600789	0.24105147226886645	0.8933389353002515	0.59349689	7268
GO:0098916	"anterograde trans-synaptic signaling"	98916	NaN	2.5921767573958667	1.8827845901322777	0.910517680319004	0.96982182	7268
GO:0099536	"synaptic signaling"	99536	NaN	2.662757831681574	2.2158926330018347	0.9165953794961555	0.76268539	7268
GO:0099537	"trans-synaptic signaling"	99537	NaN	2.61066016308988	1.9648546876508644	0.9109158980332531	0.94280432	7268
GO:0099643	"signal release from synapse"	99643	NaN	2	0.47793762672588586	0.8912039871421917	0.84241409	7268
GO:0007398	"ectoderm development"	NaN	1.2304489213782739	0.07724244472337549	0.9014434724302568	0.13233256	null
GO:0009719	"response to endogenous stimulus"	NaN	3.1646502159342966	7.048373081008013	0.9856127761915624	0.1521949	null
GO:0010092	"specification of animal organ identity"	NaN	1.3010299956639813	0.0917254031090084	0.8664057618615271	0.49364065	null
GO:0003263	"cardioblast proliferation"	3263	NaN	0.3010299956639812	0.05189726754851791	0.8506286464941433	0.84690648	10092
GO:0060431	"primary lung bud formation"	60431	NaN	0.47712125471966244	0.009655305590421936	0.8472300805669438	0.7592013	10092
GO:0010243	"response to organonitrogen compound"	NaN	3.0013009330204183	4.83730810080139	0.9640101466593075	0	null
GO:0071417	"cellular response to organonitrogen compound"	71417	NaN	2.7466341989375787	2.6890026069325095	0.937991598790664	0.82680859	10243
GO:1901653	"cellular response to peptide"	1901653	NaN	2.513217600067939	1.5689871584435646	0.9408201346579205	0.86254665	10243
GO:1901699	"cellular response to nitrogen compound"	1901699	NaN	2.81424759573192	3.1428019696823406	0.9528755694660747	0.84667896	10243
GO:1990314	"cellular response to insulin-like growth factor stimulus"	1990314	NaN	1.146128035678238	0.06275948633774259	0.9550974794989645	0.52814474	10243
GO:0010359	"regulation of anion channel activity"	NaN	0.3010299956639812	0.004827652795210968	0.9295792858898598	0.33102504	null
GO:0014010	"Schwann cell proliferation"	NaN	0.6989700043360189	0.019310611180843873	0.9057910615777159	0.41130431	null
GO:0014855	"striated muscle cell proliferation"	NaN	1.6532125137753437	0.21241672298928263	0.9739554738260546	0.01231491	null
GO:0016192	"vesicle-mediated transport"	NaN	3.1048284036536553	6.140774355508352	0.9487796069929415	0.46756323	null
GO:0016477	"cell migration"	NaN	2.975431808509263	4.557304238679154	0.9846536720757666	0.01941633	null
GO:0016482	"cytosolic transport"	NaN	2.0492180226701815	0.5358694602684175	0.947463984410472	0.35926209	null
GO:0019216	"regulation of lipid metabolic process"	NaN	2.545307116465824	1.689678478323839	0.9446253038714113	0.13492571	null
GO:0019218	"regulation of steroid metabolic process"	NaN	2.03342375548695	0.5165588490875737	0.9192946313852257	0.2184262	null
GO:0045540	"regulation of cholesterol biosynthetic process"	45540	NaN	1.3424226808222062	0.10138070869943033	0.9114226666098866	0.79401698	19218
GO:0045541	"negative regulation of cholesterol biosynthetic process"	45541	NaN	0.7781512503836436	0.02413826397605484	0.90208538416016	0.90481201	19218
GO:0045542	"positive regulation of cholesterol biosynthetic process"	45542	NaN	1.0791812460476249	0.05310418074732066	0.9060142600479386	0.95423493	19218
GO:0045833	"negative regulation of lipid metabolic process"	45833	NaN	2.0293837776852097	0.5117311962923626	0.8983457244948707	0.76116778	19218
GO:0050810	"regulation of steroid biosynthetic process"	50810	NaN	1.9084850188786497	0.38621222361687746	0.9117989974177724	0.88358051	19218
GO:0090181	"regulation of cholesterol metabolic process"	90181	NaN	1.591064607026499	0.1834508062180168	0.9143825597635294	0.69365975	19218
GO:0090206	"negative regulation of cholesterol metabolic process"	90206	NaN	0.8450980400142568	0.02896591677126581	0.9037307727213734	0.83631184	19218
GO:0106118	"regulation of sterol biosynthetic process"	106118	NaN	1.3424226808222062	0.10138070869943033	0.9190481436508082	0.80287847	19218
GO:0106119	"negative regulation of sterol biosynthetic process"	106119	NaN	0.7781512503836436	0.02413826397605484	0.9044227510993385	0.90481201	19218
GO:0106120	"positive regulation of sterol biosynthetic process"	106120	NaN	1.0791812460476249	0.05310418074732066	0.9092621725427444	0.95423493	19218
GO:0019637	"organophosphate metabolic process"	NaN	2.960470777534299	4.402819349232403	0.913826153504396	0.21028903	null
GO:0006163	"purine nucleotide metabolic process"	6163	NaN	2.667452952889954	2.2400308969778893	0.8717321319182068	0.78441748	19637
GO:0009117	"nucleotide metabolic process"	9117	NaN	2.718501688867274	2.5200347591001258	0.8737290123201322	0.95564563	19637
GO:0009142	"nucleoside triphosphate biosynthetic process"	9142	NaN	2.012837224705172	0.4924205851115188	0.8731351876142317	0.56251875	19637
GO:0009144	"purine nucleoside triphosphate metabolic process"	9144	NaN	2.290034611362518	0.936564642270928	0.8745289461894206	0.9730463	19637
GO:0009199	"ribonucleoside triphosphate metabolic process"	9199	NaN	2.285557309007774	0.9269093366805059	0.8746515618386388	0.95464487	19637
GO:0009205	"purine ribonucleoside triphosphate metabolic process"	9205	NaN	2.271841606536499	0.8979434199092402	0.8743561546875733	0.96984183	19637
GO:0046034	"ATP metabolic process"	46034	NaN	2.2121876044039577	0.7820797528241769	0.8729402119094347	0.89523902	19637
GO:0022009	"central nervous system vasculogenesis"	NaN	0.6989700043360189	0.019310611180843873	0.8713241240148928	0.49159017	null
GO:0022411	"cellular component disassembly"	NaN	2.4871383754771865	1.4772617553345564	0.9501980854847405	0.18548317	null
GO:0022603	"regulation of anatomical structure morphogenesis"	NaN	2.9566485792052033	4.364198126870716	0.937269381245154	0.32936789	null
GO:0051094	"positive regulation of developmental process"	51094	NaN	3.171433900943008	7.159409095297867	0.9201602367312393	0.62082961	22603
GO:0022614	"membrane to membrane docking"	NaN	0.6989700043360189	0.019310611180843873	0.9936600596895444	0	null
GO:0030029	"actin filament-based process"	NaN	2.7745169657285498	2.867625760355315	0.9901141456153277	0.01678101	null
GO:0030030	"cell projection organization"	NaN	3.1189257528257768	6.343535772907212	0.9414435273327861	0.29984305	null
GO:0030049	"muscle filament sliding"	NaN	0.9030899869919435	0.03379356956647678	0.9401130285951159	0.0103663	null
GO:0033275	"actin-myosin filament sliding"	33275	NaN	1	0.04344887515689872	0.9672802804432862	0.74509531	30049
GO:0030163	"protein catabolic process"	NaN	2.870403905279027	3.5772907212513276	0.933001775381747	0.36566444	null
GO:0009057	"macromolecule catabolic process"	9057	NaN	2.989894563718773	4.711789128125905	0.9433966838424612	0.73228355	30163
GO:1901565	"organonitrogen compound catabolic process"	1901565	NaN	3.0511525224473814	5.426281741817129	0.9314827154971057	0.78339828	30163
GO:0031128	"developmental induction"	NaN	1.6127838567197355	0.19310611180843873	0.9385205139717703	0.11765219	null
GO:0031623	"receptor internalization"	NaN	1.8808135922807914	0.3620739596408226	0.9516848334302539	0.2710344	null
GO:0032507	"maintenance of protein location in cell"	NaN	1.863322860120456	0.34759100125518977	0.9498881811196821	0.30844155	null
GO:0042989	"sequestering of actin monomers"	42989	NaN	1.0791812460476249	0.05310418074732066	0.81511724750605	0.81524958	32507
GO:0045185	"maintenance of protein location"	45185	NaN	1.9731278535996986	0.4489717099546201	0.9494643779980976	0.85217983	32507
GO:0032535	"regulation of cellular component size"	NaN	2.615950051656401	1.9889929516269191	0.8885060978773065	0.44002752	null
GO:0032532	"regulation of microvillus length"	32532	NaN	0.9030899869919435	0.03379356956647678	0.8902600495660984	0.58083118	32535
GO:0032536	"regulation of cell projection size"	32536	NaN	1.146128035678238	0.06275948633774259	0.9154673840599252	0.61267533	32535
GO:0032623	"interleukin-2 production"	NaN	0.6989700043360189	0.03556027896388957	0.9250397667282337	0.24315091	null
GO:0032663	"regulation of interleukin-2 production"	NaN	1.792391689498254	0.29448682050786906	0.9345985206695614	0.23464687	null
GO:0032703	"negative regulation of interleukin-2 production"	32703	NaN	1.3979400086720377	0.11586366708506324	0.9166533440148394	0.50361357	32663
GO:0032970	"regulation of actin filament-based process"	NaN	2.6053050461411096	1.9407164236748093	0.962683894217476	0.03964733	null
GO:0032984	"protein-containing complex disassembly"	NaN	2.1583624920952498	0.6903543497151685	0.9465775947969517	0.20551449	null
GO:0051261	"protein depolymerization"	51261	NaN	1.6989700043360187	0.23655498696533747	0.9511839922128547	0.75349998	32984
GO:0033234	"negative regulation of protein sumoylation"	NaN	1	0.04344887515689872	0.9317101653214287	0.26743767	null
GO:0031399	"regulation of protein modification process"	31399	NaN	3.0265332645232967	5.126967268514048	0.9277550311574212	0.68657297	33234
GO:0031401	"positive regulation of protein modification process"	31401	NaN	2.8506462351830666	3.4179781790093657	0.9162559601088359	0.50701346	33234
GO:0051247	"positive regulation of protein metabolic process"	51247	NaN	3.03342375548695	5.209037366032635	0.915219956396747	0.73539384	33234
GO:0034330	"cell junction organization"	NaN	2.7788744720027396	2.896591677126581	0.9464917557195576	0.26628177	null
GO:0034333	"adherens junction assembly"	NaN	1.146128035678238	0.06275948633774259	0.9441762586878426	0.25658662	null
GO:0050808	"synapse organization"	50808	NaN	2.582063362911709	1.8393357149753788	0.9324787794446312	0.60496672	34333
GO:0097119	"postsynaptic density protein 95 clustering"	97119	NaN	0.9030899869919435	0.03379356956647678	0.9128012725387135	0.67749876	34333
GO:0098974	"postsynaptic actin cytoskeleton organization"	98974	NaN	1.4313637641589874	0.12551897267548517	0.9167548618436427	0.64424377	34333
GO:0099173	"postsynapse organization"	99173	NaN	2.146128035678238	0.6710437385343246	0.9365521301843704	0.7642452	34333
GO:0099188	"postsynaptic cytoskeleton organization"	99188	NaN	1.4771212547196624	0.14000193106111808	0.9268862417010013	0.7501675	34333
GO:0036022	"limb joint morphogenesis"	NaN	0.9542425094393249	0.038621222361687746	0.9067226582342209	0.1591994	null
GO:0040007	"growth"	NaN	2.7315887651867388	2.5972772038235012	1	0	null
GO:0040011	"locomotion"	NaN	2.5809249756756194	1.834508062180168	1	0	null
GO:0040012	"regulation of locomotion"	NaN	3.0170333392987803	5.0159312542241965	0.9620239220889031	0.05641504	null
GO:0042435	"indole-containing compound biosynthetic process"	NaN	0.8450980400142568	0.02896591677126581	0.9277191751314986	0.17791848	null
GO:0042427	"serotonin biosynthetic process"	42427	NaN	0.6989700043360189	0.019310611180843873	0.9014250444205852	0.8038264	42435
GO:1901162	"primary amino compound biosynthetic process"	1901162	NaN	0.6989700043360189	0.019310611180843873	0.9502916570106077	0.83725614	42435
GO:0043254	"regulation of protein-containing complex assembly"	NaN	2.6201360549737576	2.008303562807763	0.900351793488375	0.46658652	null
GO:0008064	"regulation of actin polymerization or depolymerization"	8064	NaN	2.2278867046136734	0.8110456695954427	0.8386226152103177	0.97526121	43254
GO:0010807	"regulation of synaptic vesicle priming"	10807	NaN	1.0791812460476249	0.05310418074732066	0.922870244308022	0.50525263	43254
GO:0030833	"regulation of actin filament polymerization"	30833	NaN	2.173186268412274	0.7144926136912233	0.8300605551064522	0.87159239	43254
GO:0030837	"negative regulation of actin filament polymerization"	30837	NaN	1.8129133566428555	0.30896977889350197	0.8245821004674563	0.89087529	43254
GO:0031333	"negative regulation of protein-containing complex assembly"	31333	NaN	2.1702617153949575	0.7096649608960124	0.8810104583648546	0.80041107	43254
GO:0032271	"regulation of protein polymerization"	32271	NaN	2.311753861055754	0.9848411702230376	0.9011595902192856	0.67825861	43254
GO:0032272	"negative regulation of protein polymerization"	32272	NaN	1.9084850188786497	0.38621222361687746	0.8845809787652141	0.75256047	43254
GO:0043462	"regulation of ATP-dependent activity"	NaN	1.3617278360175928	0.10620836149464132	0.9427428368617656	0.39624985	null
GO:0032147	"activation of protein kinase activity"	32147	NaN	1.414973347970818	0.1206913198802742	0.8988568485466559	0.69575848	43462
GO:0043549	"regulation of kinase activity"	43549	NaN	2.311753861055754	0.9848411702230376	0.9039021360774199	0.91506609	43462
GO:0044093	"positive regulation of molecular function"	44093	NaN	2.682145076373832	2.3172733417012648	0.9256685841627599	0.76011769	43462
GO:0050790	"regulation of catalytic activity"	50790	NaN	2.6972293427597176	2.3993434392198516	0.9254218922182808	0.82940143	43462
GO:0051338	"regulation of transferase activity"	51338	NaN	2.401400540781544	1.211740851597953	0.9261250791469627	0.55202569	43462
GO:0051347	"positive regulation of transferase activity"	51347	NaN	2.187520720836463	0.7386308776672782	0.9257530244494497	0.78111505	43462
GO:0061097	"regulation of protein tyrosine kinase activity"	61097	NaN	1.4471580313422192	0.13034662547069614	0.9081546747305316	0.65856236	43462
GO:0090219	"negative regulation of lipid kinase activity"	90219	NaN	1.3424226808222062	0.09242760715194817	0.8687048267044656	0.67134265	43462
GO:0043525	"positive regulation of neuron apoptotic process"	NaN	2.0086001717619175	0.4875929323163078	0.9485849144614454	0.13366663	null
GO:0044087	"regulation of cellular component biogenesis"	NaN	2.997386384397313	4.793859225644492	0.958602235296678	0.06522423	null
GO:0044281	"small molecule metabolic process"	NaN	3.2073650374690716	7.77734865308487	0.9592318007936588	0.2194499	null
GO:0044344	"cellular response to fibroblast growth factor stimulus"	NaN	1.9444826721501687	0.4200057931833543	0.9602669388139989	0.10170565	null
GO:0008543	"fibroblast growth factor receptor signaling pathway"	8543	NaN	1.7993405494535817	0.29931447330308003	0.9044635590393044	0.95000902	44344
GO:0035766	"cell chemotaxis to fibroblast growth factor"	35766	NaN	0.3010299956639812	0.004827652795210968	0.9587229928246428	0.69559605	44344
GO:0035768	"endothelial cell chemotaxis to fibroblast growth factor"	35768	NaN	0.3010299956639812	0.004827652795210968	0.9346387726914889	0.69559605	44344
GO:0071495	"cellular response to endogenous stimulus"	71495	NaN	3.0595634179012676	5.53249010331177	0.9620642174589404	0.58930763	44344
GO:0071774	"response to fibroblast growth factor"	71774	NaN	1.9822712330395684	0.458627015545042	0.9657585880631433	0.66058402	44344
GO:0044571	"[2Fe-2S] cluster assembly"	NaN	1.0413926851582251	0.04827652795210968	0.9581959295301298	0.01069464	null
GO:0044848	"biological phase"	NaN	3.7427251313046983	26.695954426957613	1	0	null
GO:0044851	"hair cycle phase"	NaN	3.7427251313046983	26.695954426957613	0.9987480122829505	0	null
GO:0045022	"early endosome to late endosome transport"	NaN	1.4313637641589874	0.12551897267548517	0.9472732258136424	0.45598377	null
GO:0098927	"vesicle-mediated transport between endosomal compartments"	98927	NaN	1.462397997898956	0.1351742782659071	0.9469764157964818	0.66130941	45022
GO:0046847	"filopodium assembly"	NaN	1.4313637641589874	0.12551897267548517	0.9484981904888747	0.41575627	null
GO:0048263	"determination of dorsal identity"	NaN	0.7781512503836436	0.02413826397605484	0.9197149626919849	0.12177459	null
GO:0009950	"dorsal/ventral axis specification"	9950	NaN	1.1139433523068367	0.05793183354253162	0.9151066425022781	0.68578855	48263
GO:0048262	"determination of dorsal/ventral asymmetry"	48262	NaN	0.8450980400142568	0.02896591677126581	0.9187956600811735	0.64934834	48263
GO:0048585	"negative regulation of response to stimulus"	NaN	3.2132520521963968	7.883557014579512	0.9086495154105928	0.42819955	null
GO:0048589	"developmental growth"	NaN	2.7315887651867388	2.5972772038235012	0.9079119754523942	0.17931905	null
GO:0055017	"cardiac muscle tissue growth"	55017	NaN	1.7160033436347992	0.2462102925557594	0.8512216322303675	0.7364033	48589
GO:0060038	"cardiac muscle cell proliferation"	60038	NaN	1.5314789170422551	0.15931254224196195	0.8387542848986137	0.95037026	48589
GO:0060419	"heart growth"	60419	NaN	1.7481880270062005	0.26552090373660325	0.8728798673778314	0.83396502	48589
GO:0060560	"developmental growth involved in morphogenesis"	60560	NaN	2.2227164711475833	0.8013903640050208	0.8808091901296488	0.83892144	48589
GO:0048617	"embryonic foregut morphogenesis"	NaN	1.0791812460476249	0.05310418074732066	0.8742900036606098	0.44525517	null
GO:0007440	"foregut morphogenesis"	7440	NaN	1.1139433523068367	0.05793183354253162	0.8757914170297397	0.78902944	48617
GO:0048645	"animal organ formation"	NaN	1.6434526764861874	0.20758907019407163	0.876344606901529	0.4213552	null
GO:0048664	"neuron fate determination"	NaN	1.0791812460476249	0.05310418074732066	0.9092162205217444	0.1968546	null
GO:0048819	"regulation of hair follicle maturation"	NaN	0.9542425094393249	0.038621222361687746	0.9520642419565531	0.20085638	null
GO:0048870	"cell motility"	NaN	3.0595634179012676	5.53249010331177	0.989321034117309	0.02012918	null
GO:0050803	"regulation of synapse structure or activity"	NaN	2.505149978319906	1.540021241672299	0.9453389501121934	0.04318485	null
GO:0050807	"regulation of synapse organization"	NaN	2.494154594018443	1.5014000193106112	0.898851286904679	0.45001289	null
GO:0099175	"regulation of postsynapse organization"	99175	NaN	2.1398790864012365	0.6613884329439027	0.9064953042153185	0.89160123	50807
GO:1902951	"negative regulation of dendritic spine maintenance"	1902951	NaN	0.6989700043360189	0.019310611180843873	0.9076918363900016	0.64451248	50807
GO:0050854	"regulation of antigen receptor-mediated signaling pathway"	NaN	1.806179973983887	0.304142126098291	0.933304562999939	0.24401673	null
GO:0050851	"antigen receptor-mediated signaling pathway"	50851	NaN	2.1335389083702174	0.6517331273534808	0.8890684588984294	0.88977093	50854
GO:0050852	"T cell receptor signaling pathway"	50852	NaN	2.0253058652647704	0.5069035434971516	0.8915208894574081	0.53502493	50854
GO:0050856	"regulation of T cell receptor signaling pathway"	NaN	1.6812412373755872	0.2268996813749155	0.9298154773908797	0.49883632	null
GO:0050858	"negative regulation of antigen receptor-mediated signaling pathway"	50858	NaN	1.4771212547196624	0.14000193106111808	0.9144627128394248	0.91278783	50856
GO:0050860	"negative regulation of T cell receptor signaling pathway"	50860	NaN	1.3979400086720377	0.11586366708506324	0.9157048963948926	0.89934408	50856
GO:0051145	"smooth muscle cell differentiation"	NaN	1.7160033436347992	0.2462102925557594	0.9193754339331562	0.19049894	null
GO:0003223	"ventricular compact myocardium morphogenesis"	3223	NaN	1	0.04344887515689872	0.8504533077850769	0.51414386	51145
GO:0051176	"positive regulation of sulfur metabolic process"	NaN	0.7781512503836436	0.02413826397605484	0.951472225768412	0.0286873	null
GO:0051258	"protein polymerization"	NaN	2.012837224705172	0.4924205851115188	0.9453095790715492	0.41787557	null
GO:0051493	"regulation of cytoskeleton organization"	NaN	2.7218106152125467	2.5393453702809694	0.8969271317255607	0.48611288	null
