TermID	Name	Value	LogSize	Frequency	Uniqueness	Dispensability	Representative
GO:0000003	"reproduction"	NaN	3.2420442393695508	8.42425412764314	1	0	null
GO:0007049	"cell cycle"	NaN	3.1136091510730277	6.2662933281838376	0.9890067762771396	0.02031758	null
GO:0045944	"positive regulation of transcription by RNA polymerase II"	NaN	3.1085650237328344	6.1938785362556725	0.8605497760939546	0.46265471	null
GO:0009628	"response to abiotic stimulus"	NaN	3.062581984228163	5.571111325673458	0.9890449824295623	0.11260415	null
GO:0051726	"regulation of cell cycle"	NaN	3.016197353512439	5.006275948633774	0.9526194982898403	0.07547051	null
GO:0044087	"regulation of cellular component biogenesis"	NaN	2.997386384397313	4.793859225644492	0.9528622502360259	0.06132759	null
GO:0010629	"negative regulation of gene expression"	NaN	2.9845273133437926	4.653857294583374	0.8713878766191537	0.43756308	null
GO:0061061	"muscle structure development"	NaN	2.7403626894942437	2.6503813845708217	0.9514354306026332	0.19132867	null
GO:0040007	"growth"	NaN	2.7315887651867388	2.5972772038235012	1	0	null
GO:0044089	"positive regulation of cellular component biogenesis"	NaN	2.7218106152125467	2.5393453702809694	0.8691887986862353	0.06783714	null
GO:0043254	"regulation of protein-containing complex assembly"	43254	NaN	2.6201360549737576	2.008303562807763	0.834035607177454	0.76299963	44089
GO:1902115	"regulation of organelle assembly"	1902115	NaN	2.359835482339888	1.1007048373081008	0.8254887229100444	0.70692595	44089
GO:0032271	"regulation of protein polymerization"	32271	NaN	2.311753861055754	0.9848411702230376	0.8381884251406415	0.69744548	44089
GO:0031334	"positive regulation of protein-containing complex assembly"	31334	NaN	2.292256071356476	0.9413922950661389	0.8152489940768385	0.82476704	44089
GO:0032273	"positive regulation of protein polymerization"	32273	NaN	1.9493900066449128	0.42483344597856526	0.8242049278343831	0.75967503	44089
GO:0099150	"regulation of postsynaptic specialization assembly"	99150	NaN	1.3617278360175928	0.10620836149464132	0.8525918654709466	0.63923549	44089
GO:1905874	"regulation of postsynaptic density organization"	1905874	NaN	1.3617278360175928	0.10620836149464132	0.8530407415080523	0.71460427	44089
GO:2000810	"regulation of bicellular tight junction assembly"	2000810	NaN	1.3617278360175928	0.10620836149464132	0.8676576935733595	0.54980774	44089
GO:1904889	"regulation of excitatory synapse assembly"	1904889	NaN	1.3424226808222062	0.10138070869943033	0.8540617038106747	0.699905	44089
GO:0099151	"regulation of postsynaptic density assembly"	99151	NaN	1.255272505103306	0.08207009751858646	0.8381290250973842	0.63097395	44089
GO:1903347	"negative regulation of bicellular tight junction assembly"	1903347	NaN	0.6020599913279624	0.014482958385632905	0.8628096260354063	0.56120568	44089
GO:0051493	"regulation of cytoskeleton organization"	NaN	2.7218106152125467	2.5393453702809694	0.8267480536765215	0.48087039	null
GO:0051130	"positive regulation of cellular component organization"	51130	NaN	3.090610707828407	5.942840590904702	0.8208298988056201	0.64797119	51493
GO:0033043	"regulation of organelle organization"	33043	NaN	3.0726174765452368	5.701457951144154	0.8420758452448289	0.59357853	51493
GO:0051129	"negative regulation of cellular component organization"	51129	NaN	2.864511081058392	3.529014193299218	0.8188599980767614	0.52516366	51493
GO:0010638	"positive regulation of organelle organization"	10638	NaN	2.710963118995276	2.4765858839432267	0.804757579049722	0.73285315	51493
GO:0010639	"negative regulation of organelle organization"	10639	NaN	2.5440680443502757	1.684850825528628	0.8016758663089261	0.69645934	51493
GO:0042391	"regulation of membrane potential"	NaN	2.7024305364455254	2.428309355991117	0.9444026742138176	0.04879343	null
GO:0051052	"regulation of DNA metabolic process"	NaN	2.69284691927723	2.3752051752437966	0.9100812179629983	0.06716834	null
GO:0007346	"regulation of mitotic cell cycle"	NaN	2.6893088591236203	2.3558945640629525	0.8827694175303339	0.06708754	null
GO:0010564	"regulation of cell cycle process"	10564	NaN	2.8555191556678	3.4565994013710535	0.8781553830035166	0.79980661	7346
GO:1901987	"regulation of cell cycle phase transition"	1901987	NaN	2.6314437690131722	2.0614077435550837	0.8756848068936309	0.80907053	7346
GO:0045787	"positive regulation of cell cycle"	45787	NaN	2.526339277389844	1.6172636863956744	0.8637783483151289	0.72264198	7346
GO:1901990	"regulation of mitotic cell cycle phase transition"	1901990	NaN	2.515873843711679	1.578642464033987	0.8729889457583899	0.72043014	7346
GO:0090068	"positive regulation of cell cycle process"	90068	NaN	2.413299764081252	1.2455344211644297	0.8540467898291261	0.85390971	7346
GO:0045931	"positive regulation of mitotic cell cycle"	45931	NaN	2.0969100130080562	0.5986289466061601	0.8667242598132331	0.78989725	7346
GO:1901989	"positive regulation of cell cycle phase transition"	1901989	NaN	2.060697840353612	0.5503524186540504	0.860188350388343	0.81485453	7346
GO:2001252	"positive regulation of chromosome organization"	2001252	NaN	2	0.47793762672588586	0.8145673734549899	0.71573833	7346
GO:1901992	"positive regulation of mitotic cell cycle phase transition"	1901992	NaN	1.9637878273455553	0.4393164043641981	0.8625679573371818	0.793993	7346
GO:2001251	"negative regulation of chromosome organization"	2001251	NaN	1.863322860120456	0.34759100125518977	0.8132642331386021	0.80961404	7346
GO:0090231	"regulation of spindle checkpoint"	90231	NaN	1.3979400086720377	0.11586366708506324	0.8791566822586995	0.89892997	7346
GO:0090266	"regulation of mitotic cell cycle spindle assembly checkpoint"	90266	NaN	1.380211241711606	0.11103601428985228	0.788395846026018	0.99259267	7346
GO:1903504	"regulation of mitotic spindle checkpoint"	1903504	NaN	1.380211241711606	0.11103601428985228	0.8771047928302433	0.53918674	7346
GO:0007063	"regulation of sister chromatid cohesion"	7063	NaN	1.255272505103306	0.08207009751858646	0.8167008141658302	0.52416999	7346
GO:1901978	"positive regulation of cell cycle checkpoint"	1901978	NaN	1.255272505103306	0.08207009751858646	0.8643949061521409	0.87664222	7346
GO:0090232	"positive regulation of spindle checkpoint"	90232	NaN	1.146128035678238	0.06275948633774259	0.8651332108266768	0.95762988	7346
GO:0090267	"positive regulation of mitotic cell cycle spindle assembly checkpoint"	90267	NaN	1.1139433523068367	0.05793183354253162	0.7868565539975096	0.94729698	7346
GO:0034091	"regulation of maintenance of sister chromatid cohesion"	34091	NaN	1	0.04344887515689872	0.8229449623454107	0.91016784	7346
GO:0034182	"regulation of maintenance of mitotic sister chromatid cohesion"	34182	NaN	0.9542425094393249	0.038621222361687746	0.8243745421776836	0.59541554	7346
GO:0051276	"chromosome organization"	NaN	2.6646419755561257	2.225547938592256	0.9000873249989082	0.29714792	null
GO:1902903	"regulation of supramolecular fiber organization"	NaN	2.584331224367531	1.848991020565801	0.8597721288778624	0.41165581	null
GO:0050808	"synapse organization"	NaN	2.582063362911709	1.8393357149753788	0.906614336623585	0.25025959	null
GO:0034329	"cell junction assembly"	34329	NaN	2.4742162640762553	1.4338128801776575	0.8933416150309842	0.83465992	50808
GO:0007416	"synapse assembly"	7416	NaN	2.060697840353612	0.5503524186540504	0.8394984925356406	0.74777109	50808
GO:0099084	"postsynaptic specialization organization"	99084	NaN	1.6812412373755872	0.2268996813749155	0.8980650700430706	0.80733303	50808
GO:0097106	"postsynaptic density organization"	97106	NaN	1.6232492903979006	0.19793376460364973	0.8972273251535827	0.6729537	50808
GO:0098974	"postsynaptic actin cytoskeleton organization"	98974	NaN	1.4313637641589874	0.12551897267548517	0.8931151170710153	0.77029581	50808
GO:0098880	"maintenance of postsynaptic specialization structure"	98880	NaN	1.380211241711606	0.11103601428985228	0.9016167955390609	0.93254116	50808
GO:0099562	"maintenance of postsynaptic density structure"	99562	NaN	1.146128035678238	0.06275948633774259	0.9057001300047238	0.89341535	50808
GO:0061458	"reproductive system development"	NaN	2.561101383649056	1.7524379646615815	0.9297600474637633	0.28127422	null
GO:0007548	"sex differentiation"	NaN	2.510545010206612	1.5593318528531428	0.9163806211631087	0.22785811	null
GO:0022414	"reproductive process"	22414	NaN	3.2397998184470986	8.38080525248624	0.939231635825391	0.68240576	7548
GO:0003006	"developmental process involved in reproduction"	3006	NaN	3.068927611682072	5.653181423192044	0.909895612904977	0.84662154	7548
GO:0032504	"multicellular organism reproduction"	32504	NaN	3.062581984228163	5.571111325673458	0.9160546257422487	0.84431459	7548
GO:0048609	"multicellular organismal reproductive process"	48609	NaN	3.0382226383687185	5.266969199575167	0.9149428255413163	0.83557406	7548
GO:0032886	"regulation of microtubule-based process"	NaN	2.413299764081252	1.2455344211644297	0.9593177069901686	0.04983508	null
GO:0006913	"nucleocytoplasmic transport"	NaN	2.4099331233312946	1.2358791155740079	0.9124541238452567	0.26807101	null
GO:0046907	"intracellular transport"	46907	NaN	3.0670708560453703	5.629043159215989	0.9176966368157521	0.6360383	6913
GO:0051169	"nuclear transport"	51169	NaN	2.41161970596323	1.2407067683692188	0.9239477237108772	0.61830998	6913
GO:0051168	"nuclear export"	51168	NaN	2.123851640967086	0.6372501689678478	0.9174507765412127	0.91754876	6913
GO:0051170	"import into nucleus"	51170	NaN	2.0827853703164503	0.5793183354253162	0.9181296075421708	0.9083862	6913
GO:0006606	"protein import into nucleus"	6606	NaN	2.060697840353612	0.5503524186540504	0.9028594853019494	0.9035305	6913
GO:0006607	"NLS-bearing protein import into nucleus"	6607	NaN	1.0791812460476249	0.05310418074732066	0.9191703293078622	0.72649697	6913
GO:0015931	"nucleobase-containing compound transport"	NaN	2.3364597338485296	1.0427730037655691	0.9422725482714662	0.44219939	null
GO:0032259	"methylation"	NaN	2.315970345456918	0.9944964758134596	0.9801936800191005	0	null
GO:0045732	"positive regulation of protein catabolic process"	NaN	2.307496037913213	0.9751858646326156	0.8994729194052618	0.25269245	null
GO:0030308	"negative regulation of cell growth"	NaN	2.292256071356476	0.9413922950661389	0.8342053544030854	0.42574525	null
GO:0001558	"regulation of cell growth"	1558	NaN	2.6314437690131722	2.0614077435550837	0.8504058525867435	0.80885281	30308
GO:0045926	"negative regulation of growth"	45926	NaN	2.399673721481038	1.206913198802742	0.9193553223769072	0.73905326	30308
GO:1903860	"negative regulation of dendrite extension"	1903860	NaN	0.7781512503836436	0.02413826397605484	0.8689052077294838	0.67162705	30308
GO:1902905	"positive regulation of supramolecular fiber organization"	NaN	2.2405492482826	0.8351839335714974	0.834506738372303	0.41993779	null
GO:0031113	"regulation of microtubule polymerization"	31113	NaN	1.7075701760979363	0.2413826397605484	0.8086694317863935	0.87414331	1902905
GO:0031112	"positive regulation of microtubule polymerization or depolymerization"	31112	NaN	1.5314789170422551	0.15931254224196195	0.812350766036997	0.76845781	1902905
GO:0031116	"positive regulation of microtubule polymerization"	31116	NaN	1.462397997898956	0.1351742782659071	0.799466589231595	0.83804298	1902905
GO:0010968	"regulation of microtubule nucleation"	10968	NaN	1	0.04344887515689872	0.8304473360595279	0.62534785	1902905
GO:0051694	"pointed-end actin filament capping"	51694	NaN	0.9030899869919435	0.03379356956647678	0.7770742040915604	0.6130486	1902905
GO:0090063	"positive regulation of microtubule nucleation"	90063	NaN	0.9030899869919435	0.03379356956647678	0.8181518734466041	0.88112716	1902905
GO:0009266	"response to temperature stimulus"	NaN	2.2380461031287955	0.8303562807762865	0.9829917007756458	0.06763658	null
GO:0009408	"response to heat"	9408	NaN	1.9731278535996986	0.4489717099546201	0.9826957477159631	0.53480355	9266
GO:0006403	"RNA localization"	NaN	2.230448921378274	0.8158733223906537	0.951242457654498	0	null
GO:0016358	"dendrite development"	NaN	2.1760912590556813	0.7193202664864343	0.8613123359619086	0.3510915	null
GO:0022008	"neurogenesis"	22008	NaN	3.180412632838324	7.309066331949405	0.897265203671677	0.737188	16358
GO:0048699	"generation of neurons"	48699	NaN	3.116275587580544	6.304914550545525	0.8964095109926852	0.8667932	16358
GO:0030182	"neuron differentiation"	30182	NaN	3.0870712059065353	5.894564062952592	0.896527614637192	0.66692339	16358
GO:0060996	"dendritic spine development"	60996	NaN	1.6020599913279623	0.18827845901322776	0.8768119156011984	0.55741621	16358
GO:0044770	"cell cycle phase transition"	NaN	2.167317334748176	0.7048373081008014	0.9397746370181141	0.01484534	null
GO:0022402	"cell cycle process"	22402	NaN	2.9459607035775686	4.257989765376074	0.9355357411906751	0.76998506	44770
GO:0000278	"mitotic cell cycle"	278	NaN	2.7589118923979736	2.766245051655885	0.9383643302052118	0.71001864	44770
GO:1903047	"mitotic cell cycle process"	1903047	NaN	2.6989700043360187	2.4089987448102734	0.9291365214412443	0.69623401	44770
GO:0000819	"sister chromatid segregation"	819	NaN	2.1492191126553797	0.6758713913295356	0.863428093109891	0.87666883	44770
GO:1902850	"microtubule cytoskeleton organization involved in mitosis"	1902850	NaN	2.146128035678238	0.6710437385343246	0.85700901645944	0.79917877	44770
GO:0000070	"mitotic sister chromatid segregation"	70	NaN	2.1367205671564067	0.6565607801486917	0.8604771356470319	0.79718636	44770
GO:0044772	"mitotic cell cycle phase transition"	44772	NaN	2.123851640967086	0.6372501689678478	0.9368317730899683	0.79447637	44770
GO:0007052	"mitotic spindle organization"	7052	NaN	2.0211892990699383	0.5020758907019407	0.8566598130880938	0.77347757	44770
GO:0051225	"spindle assembly"	51225	NaN	1.9912260756924949	0.468282321135464	0.845386179661909	0.89271704	44770
GO:0090307	"mitotic spindle assembly"	90307	NaN	1.7323937598229686	0.2558655981461813	0.8405307218557243	0.90286831	44770
GO:0000212	"meiotic spindle organization"	212	NaN	1.3222192947339193	0.09655305590421936	0.8410122213067404	0.77752701	44770
GO:0050773	"regulation of dendrite development"	NaN	2.164352855784437	0.7000096553055903	0.8621380627958467	0.2952918	null
GO:1900006	"positive regulation of dendrite development"	1900006	NaN	1.3617278360175928	0.10620836149464132	0.8587111795966461	0.58890107	50773
GO:0034249	"negative regulation of amide metabolic process"	NaN	2.161368002234975	0.6951820025103795	0.8958322223371832	0.24511976	null
GO:1902992	"negative regulation of amyloid precursor protein catabolic process"	1902992	NaN	1.2787536009528289	0.08689775031379744	0.9087691362490632	0.88874126	34249
GO:1902430	"negative regulation of amyloid-beta formation"	1902430	NaN	1.255272505103306	0.08207009751858646	0.9062692590911304	0.61100664	34249
GO:0045947	"negative regulation of translational initiation"	45947	NaN	1.2304489213782739	0.07724244472337549	0.8992261349494712	0.69148574	34249
GO:0016049	"cell growth"	NaN	2.143014800254095	0.6662160857391136	0.9777646309908988	0.01474293	null
GO:0048589	"developmental growth"	48589	NaN	2.7315887651867388	2.5972772038235012	0.9431266474721903	0.82102983	16049
GO:0060560	"developmental growth involved in morphogenesis"	60560	NaN	2.2227164711475833	0.8013903640050208	0.940823976084833	0.83892144	16049
GO:1990138	"neuron projection extension"	1990138	NaN	1.9731278535996986	0.4489717099546201	0.8543292404381659	0.68269041	16049
GO:0009791	"post-embryonic development"	NaN	2.0969100130080562	0.5986289466061601	0.9397635332237597	0.22310439	null
GO:0051028	"mRNA transport"	NaN	2.0791812460476247	0.5744906826301052	0.9262906913895324	0.49533055	null
GO:0051236	"establishment of RNA localization"	51236	NaN	2.1702617153949575	0.7096649608960124	0.9357483965231843	0.94373461	51028
GO:0050657	"nucleic acid transport"	50657	NaN	2.167317334748176	0.7048373081008014	0.9344242278339963	0.89292532	51028
GO:0050658	"RNA transport"	50658	NaN	2.167317334748176	0.7048373081008014	0.924982909347731	0.97287709	51028
GO:0006405	"RNA export from nucleus"	6405	NaN	1.9084850188786497	0.38621222361687746	0.8996958175877411	0.91826115	51028
GO:0006406	"mRNA export from nucleus"	6406	NaN	1.8195439355418688	0.31379743168871294	0.8714565136593826	0.90080657	51028
GO:0048259	"regulation of receptor-mediated endocytosis"	NaN	2.0755469613925306	0.5696630298348943	0.859203241122924	0.37035764	null
GO:0043414	"macromolecule methylation"	NaN	2.0569048513364727	0.5455247658588395	0.9469591434130501	0.43260799	null
GO:0006479	"protein methylation"	6479	NaN	1.4913616938342726	0.14482958385632905	0.9426630536487396	0.77708955	43414
GO:0018022	"peptidyl-lysine methylation"	18022	NaN	1.2304489213782739	0.07724244472337549	0.9432131806978626	0.95274549	43414
GO:0006305	"DNA alkylation"	6305	NaN	0.9030899869919435	0.03379356956647678	0.9476471351343153	0.79026864	43414
GO:0006306	"DNA methylation"	6306	NaN	0.9030899869919435	0.03379356956647678	0.934544928453655	0.69144105	43414
GO:0018023	"peptidyl-lysine trimethylation"	18023	NaN	0.8450980400142568	0.02896591677126581	0.9457066077628408	0.88910687	43414
GO:0018026	"peptidyl-lysine monomethylation"	18026	NaN	0.8450980400142568	0.02896591677126581	0.9457066077628408	0.88910687	43414
GO:0018027	"peptidyl-lysine dimethylation"	18027	NaN	0.6989700043360189	0.019310611180843873	0.9470216651585531	0.86521618	43414
GO:0046784	"viral mRNA export from host cell nucleus"	NaN	2.03342375548695	0.5165588490875737	0.9938304495823314	0	null
GO:0044417	"translocation of molecules into host"	44417	NaN	2.03342375548695	0.5165588490875737	0.9938304495823314	0.99483441	46784
GO:0051258	"protein polymerization"	NaN	2.012837224705172	0.4924205851115188	0.8994197711550843	0.34276273	null
GO:0071824	"protein-DNA complex organization"	71824	NaN	2.929418925714293	4.098677223134112	0.8913407153267722	0.50536	51258
GO:0006325	"chromatin organization"	6325	NaN	2.884795363948981	3.697982041131602	0.8791940345006316	0.90423664	51258
GO:0006338	"chromatin remodeling"	6338	NaN	2.806179973983887	3.0848701361398088	0.8802453585188184	0.73503816	51258
GO:0040029	"epigenetic regulation of gene expression"	40029	NaN	2.3180633349627615	0.9993241286086705	0.826145603866188	0.78556338	51258
GO:0051260	"protein homooligomerization"	51260	NaN	2.296665190261531	0.9510476006565608	0.8930918009986777	0.54819514	51258
GO:0065004	"protein-DNA complex assembly"	65004	NaN	2.2095150145426308	0.7772521000289659	0.8841951884816754	0.57449874	51258
GO:0070828	"heterochromatin organization"	70828	NaN	2.130333768495006	0.6469054745582697	0.8956146391905092	0.74546366	51258
GO:0045814	"negative regulation of gene expression, epigenetic"	45814	NaN	2.0644579892269186	0.5551800714492614	0.8019705238173676	0.62721762	51258
GO:0031507	"heterochromatin formation"	31507	NaN	1.9395192526186185	0.41517814038814327	0.8059199522913417	0.85407056	51258
GO:0034728	"nucleosome organization"	34728	NaN	1.9084850188786497	0.38621222361687746	0.9003135947072132	0.59396718	51258
GO:0006334	"nucleosome assembly"	6334	NaN	1.806179973983887	0.304142126098291	0.890935349318426	0.57517901	51258
GO:0071514	"genomic imprinting"	71514	NaN	1.414973347970818	0.1206913198802742	0.7794247213152997	0.76549914	51258
GO:0140719	"constitutive heterochromatin formation"	140719	NaN	1.0413926851582251	0.04827652795210968	0.8359683082634407	0.71082721	51258
GO:0061515	"myeloid cell development"	NaN	1.9731278535996986	0.4489717099546201	0.9368694382656922	0.21600168	null
GO:0034502	"protein localization to chromosome"	NaN	1.9590413923210936	0.43448875156898714	0.935297425970378	0.48665598	null
GO:0072594	"establishment of protein localization to organelle"	72594	NaN	2.5390760987927767	1.665540214347784	0.9259697186524609	0.66973915	34502
GO:0018205	"peptidyl-lysine modification"	NaN	1.9444826721501687	0.4200057931833543	0.9511017553848635	0.40578137	null
GO:0030261	"chromosome condensation"	NaN	1.591064607026499	0.1834508062180168	0.9030508297885875	0.32079864	null
GO:0007064	"mitotic sister chromatid cohesion"	7064	NaN	1.2787536009528289	0.08689775031379744	0.8835132682265187	0.79874807	30261
GO:0034086	"maintenance of sister chromatid cohesion"	34086	NaN	0.7781512503836436	0.02413826397605484	0.8937564614850613	0.72758223	30261
GO:0034088	"maintenance of mitotic sister chromatid cohesion"	34088	NaN	0.6989700043360189	0.019310611180843873	0.8953608510271505	0.50096529	30261
GO:0015844	"monoamine transport"	NaN	1.5797835966168101	0.17862315342280582	0.9503573894221511	0.2154707	null
GO:0008213	"protein alkylation"	NaN	1.4913616938342726	0.14482958385632905	0.9610408986730207	0.25025622	null
GO:0048857	"neural nucleus development"	NaN	1.4771212547196624	0.14000193106111808	0.9634622102056056	0	null
GO:0003181	"atrioventricular valve morphogenesis"	NaN	1.4471580313422192	0.13034662547069614	0.9360930819859443	0.37972092	null
GO:0003180	"aortic valve morphogenesis"	3180	NaN	1.462397997898956	0.1351742782659071	0.9359129702578475	0.90153987	3181
GO:0043576	"regulation of respiratory gaseous exchange"	NaN	1.4471580313422192	0.13034662547069614	0.9635929469929291	0.21755022	null
GO:0043153	"entrainment of circadian clock by photoperiod"	NaN	1.414973347970818	0.1206913198802742	0.9516747044788342	0.47376639	null
GO:0009649	"entrainment of circadian clock"	9649	NaN	1.462397997898956	0.1351742782659071	0.9593986493392629	0.7586799	43153
GO:0009648	"photoperiodism"	9648	NaN	1.4471580313422192	0.13034662547069614	0.98372425212056	0.61355421	43153
GO:0051937	"catecholamine transport"	NaN	1.414973347970818	0.1206913198802742	0.9485460766139892	0.36911475	null
GO:0050432	"catecholamine secretion"	50432	NaN	1.0791812460476249	0.05310418074732066	0.9456929313706637	0.88586052	51937
GO:0006541	"glutamine metabolic process"	NaN	1.3979400086720377	0.11586366708506324	0.9622874633949876	0.32720816	null
GO:0001976	"nervous system process involved in regulation of systemic arterial blood pressure"	NaN	1.3617278360175928	0.10620836149464132	0.9275317077094373	0.31142738	null
GO:0008090	"retrograde axonal transport"	NaN	1.3617278360175928	0.10620836149464132	0.9033339214691277	0.48310503	null
GO:0000226	"microtubule cytoskeleton organization"	226	NaN	2.7752462597402365	2.872453413150526	0.8712449259029805	0.58152554	8090
GO:0007051	"spindle organization"	7051	NaN	2.2355284469075487	0.8255286279810756	0.8567506264915927	0.72439149	8090
GO:0031109	"microtubule polymerization or depolymerization"	31109	NaN	1.8195439355418688	0.31379743168871294	0.8916249029401474	0.64916355	8090
GO:0046785	"microtubule polymerization"	46785	NaN	1.6232492903979006	0.19793376460364973	0.8676506410845647	0.61856053	8090
GO:0007020	"microtubule nucleation"	7020	NaN	1.414973347970818	0.1206913198802742	0.8726821202087968	0.88779158	8090
GO:0031445	"regulation of heterochromatin formation"	NaN	1.3617278360175928	0.10620836149464132	0.8472981697924478	0.31206547	null
GO:0120261	"regulation of heterochromatin organization"	120261	NaN	1.3617278360175928	0.10620836149464132	0.8759555925756055	0.92646665	31445
GO:1905269	"positive regulation of chromatin organization"	1905269	NaN	1.146128035678238	0.06275948633774259	0.8313836631572916	0.89219318	31445
GO:0031453	"positive regulation of heterochromatin formation"	31453	NaN	1.1139433523068367	0.05793183354253162	0.8007541578957347	0.95659931	31445
GO:0120263	"positive regulation of heterochromatin organization"	120263	NaN	1.1139433523068367	0.05793183354253162	0.8311560832257138	0.98864043	31445
GO:0042026	"protein refolding"	NaN	1.3424226808222062	0.10138070869943033	0.9593721358928179	0.24176919	null
GO:0050884	"neuromuscular process controlling posture"	NaN	1.3424226808222062	0.10138070869943033	0.9649824823320384	0.08162574	null
GO:0019230	"proprioception"	19230	NaN	0.8450980400142568	0.02896591677126581	0.967858762262724	0.61884316	50884
GO:0032253	"dense core granule localization"	NaN	1.3222192947339193	0.09655305590421936	0.9462825248917922	0.2041909	null
