TermID	Name	Value	LogSize	Frequency	Uniqueness	Dispensability	Representative
GO:0000723	"telomere maintenance"	NaN	1.9867717342662448	0.46345466834025295	0.8314685360225544	0.38281143	null
GO:0006520	"amino acid metabolic process"	NaN	2.428134794028789	1.2889832963213286	0.9388964358807825	0	null
GO:0006560	"proline metabolic process"	NaN	1.0413926851582251	0.04827652795210968	0.9103673215215056	0.39572981	null
GO:0006561	"proline biosynthetic process"	6561	NaN	0.8450980400142568	0.02896591677126581	0.9021982947241125	0.93684494	6560
GO:0009084	"glutamine family amino acid biosynthetic process"	9084	NaN	1.2041199826559248	0.07241479192816452	0.8959223179966683	0.77729203	6560
GO:0055129	"L-proline biosynthetic process"	55129	NaN	0.8450980400142568	0.02896591677126581	0.8960256969414893	0.78193012	6560
GO:0006605	"protein targeting"	NaN	2.3783979009481375	1.1489813652602103	0.8827659673319751	0.43764537	null
GO:0008104	"protein localization"	8104	NaN	3.294466226161593	9.505648353770397	0.8547756840462168	0.7500322	6605
GO:0015031	"protein transport"	15031	NaN	3.0330214446829107	5.204209713237424	0.8557572492976667	0.80053417	6605
GO:0033365	"protein localization to organelle"	33365	NaN	2.8779469516291885	3.6400502075890704	0.8720279088240646	0.60298635	6605
GO:0045184	"establishment of protein localization"	45184	NaN	3.1058506743851435	6.155257313893984	0.8591453398047179	0.82666853	6605
GO:0070727	"cellular macromolecule localization"	70727	NaN	3.2962262872611605	9.544269576132084	0.8575594625598749	0.80966369	6605
GO:0072657	"protein localization to membrane"	72657	NaN	2.6884198220027105	2.3510669112677416	0.8786007437710309	0.5183629	6605
GO:0006793	"phosphorus metabolic process"	NaN	3.2005769267548483	7.6566573332045955	0.9063541831081012	0.26252505	null
GO:0006807	"nitrogen compound metabolic process"	NaN	3.773347541980823	28.642464033986677	0.9168780070486169	0.34345766	null
GO:0044237	"cellular metabolic process"	44237	NaN	3.7835462822703496	29.323163078111424	0.9027125117272345	0.52230363	6807
GO:0044238	"primary metabolic process"	44238	NaN	3.813247300897605	31.39905378005214	0.9153527590488731	0.51721055	6807
GO:0071704	"organic substance metabolic process"	71704	NaN	3.843481943039958	33.66322294100608	0.9141608753402491	0.55438533	6807
GO:0006839	"mitochondrial transport"	NaN	2.2355284469075487	0.8255286279810756	0.9137572912699562	0.25372316	null
GO:0006950	"response to stress"	NaN	3.5308397786165204	16.38505358694603	0.9932630993203827	0.18410949	null
GO:0006979	"response to oxidative stress"	NaN	2.57978359661681	1.829680409384957	0.9899454578121553	0.10645112	null
GO:0007005	"mitochondrion organization"	NaN	2.6414741105040997	2.1096842715071933	0.9027095033544958	0.40535079	null
GO:0007015	"actin filament organization"	NaN	2.4533183400470375	1.366225741044704	0.8982503563516685	0.43465073	null
GO:0000226	"microtubule cytoskeleton organization"	226	NaN	2.7752462597402365	2.872453413150526	0.8858414784269981	0.66692656	7015
GO:0008154	"actin polymerization or depolymerization"	8154	NaN	1.792391689498254	0.29448682050786906	0.9103983679977395	0.70112356	7015
GO:0051017	"actin filament bundle assembly"	51017	NaN	1.845098040014257	0.3331080428695568	0.8985177213479868	0.73437556	7015
GO:0061572	"actin filament bundle organization"	61572	NaN	1.863322860120456	0.34759100125518977	0.909073973614651	0.74508733	7015
GO:0007017	"microtubule-based process"	NaN	2.94546858513182	4.253162112580863	0.9854238227332882	0.01906736	null
GO:0007030	"Golgi organization"	NaN	2.0718820073061255	0.5648353770396833	0.9150635461132416	0.25097579	null
GO:0007033	"vacuole organization"	NaN	2.271841606536499	0.8979434199092402	0.9110988134095176	0.3278359	null
GO:0007264	"small GTPase-mediated signal transduction"	NaN	2.3944516808262164	1.1924302404171092	0.9366700278035993	0.23827263	null
GO:0007265	"Ras protein signal transduction"	7265	NaN	1.8976270912904414	0.3765569180264555	0.9436921526892966	0.62307447	7264
GO:0007267	"cell-cell signaling"	NaN	2.967547976218862	4.475234141160567	0.9374515640570081	0.15955795	null
GO:0007585	"respiratory gaseous exchange by respiratory system"	NaN	1.7558748556724915	0.2703485565318142	0.9901345833708344	0	null
GO:0008152	"metabolic process"	NaN	3.8860392755664424	37.129477647967555	1	0	null
GO:0008283	"cell population proliferation"	NaN	2.9449759084120477	4.248334459785652	0.9854260095715763	0.01393431	null
GO:0008284	"positive regulation of cell population proliferation"	NaN	3.0178677189635055	5.025586559814618	0.9132520987050129	0.38816056	null
GO:0009056	"catabolic process"	NaN	3.284205067701794	9.283576325190692	0.9318330948130579	0.25265089	null
GO:0009408	"response to heat"	NaN	1.9731278535996986	0.4489717099546201	0.9873770609867557	0.32155386	null
GO:0034605	"cellular response to heat"	34605	NaN	1.7323937598229686	0.2558655981461813	0.9757774471816215	0.83544715	9408
GO:0071453	"cellular response to oxygen levels"	71453	NaN	2.2041199826559246	0.767596794438544	0.9766089277248179	0.53071325	9408
GO:0009628	"response to abiotic stimulus"	NaN	3.062581984228163	5.571111325673458	0.9941354313780248	0.12551852	null
GO:0009826	"unidimensional cell growth"	NaN	0.6989700043360189	0.019310611180843873	0.9646612257872295	0.31910157	null
GO:0003298	"physiological muscle hypertrophy"	3298	NaN	1.2041199826559248	0.07241479192816452	0.9841885296527185	0.83718856	9826
GO:0003301	"physiological cardiac muscle hypertrophy"	3301	NaN	1.2041199826559248	0.07241479192816452	0.9676851287771118	0.99927585	9826
GO:0061049	"cell growth involved in cardiac muscle cell development"	61049	NaN	1.2041199826559248	0.07241479192816452	0.9557733117659801	0.63080439	9826
GO:0009894	"regulation of catabolic process"	NaN	2.9800033715837464	4.605580766631264	0.9208447359573095	0.2443249	null
GO:0009987	"cellular process"	NaN	4.2026789942277265	76.9817514724341	1	0	null
GO:0010256	"endomembrane system organization"	NaN	2.710963118995276	2.4765858839432267	0.9184515487420445	0.23869049	null
GO:0010257	"NADH dehydrogenase complex assembly"	NaN	1.7781512503836436	0.2848315149174471	0.9125048039649156	0.4493446	null
GO:0010608	"post-transcriptional regulation of gene expression"	NaN	2.7363965022766426	2.6262431205947667	0.9170264037988132	0.2492581	null
GO:0010646	"regulation of cell communication"	NaN	3.534026106056135	16.5057449068263	0.9415810352720128	0.11669519	null
GO:0010821	"regulation of mitochondrion organization"	NaN	2.1271047983648077	0.6420778217630588	0.8889972689951108	0.38898331	null
GO:0010638	"positive regulation of organelle organization"	10638	NaN	2.710963118995276	2.4765858839432267	0.8395817512201809	0.73285315	10821
GO:0010822	"positive regulation of mitochondrion organization"	10822	NaN	1.8388490907372552	0.32828039007434584	0.8674893061508161	0.50173017	10821
GO:0051493	"regulation of cytoskeleton organization"	51493	NaN	2.7218106152125467	2.5393453702809694	0.8718120856597684	0.61942079	10821
GO:0051494	"negative regulation of cytoskeleton organization"	51494	NaN	2.2278867046136734	0.8110456695954427	0.8608984960070969	0.73641614	10821
GO:0070507	"regulation of microtubule cytoskeleton organization"	70507	NaN	2.187520720836463	0.7386308776672782	0.8822865524976427	0.62953266	10821
GO:1903146	"regulation of autophagy of mitochondrion"	1903146	NaN	1.4771212547196624	0.14000193106111808	0.8597682240934841	0.81621956	10821
GO:0015980	"energy derivation by oxidation of organic compounds"	NaN	2.436162647040756	1.3131215602973834	0.9077244040620323	0.20721465	null
GO:0006112	"energy reserve metabolic process"	6112	NaN	1.8864907251724818	0.3669016124360336	0.9175995236930123	0.79766254	15980
GO:0006119	"oxidative phosphorylation"	6119	NaN	2.0644579892269186	0.5551800714492614	0.9137156240285537	0.9145401	15980
GO:0006123	"mitochondrial electron transport, cytochrome c to oxygen"	6123	NaN	1.3424226808222062	0.10138070869943033	0.9259390104828747	0.70627748	15980
GO:0009051	"pentose-phosphate shunt, oxidative branch"	9051	NaN	0.7781512503836436	0.02413826397605484	0.8898237982542502	0.62622878	15980
GO:0009060	"aerobic respiration"	9060	NaN	2.214843848047698	0.7869074056193878	0.9108182077944	0.8639796	15980
GO:0045333	"cellular respiration"	45333	NaN	2.305351369446624	0.9703582118374047	0.9093219891397687	0.90207483	15980
GO:0016032	"viral process"	NaN	2.130333768495006	0.6469054745582697	1	0	null
GO:0016050	"vesicle organization"	NaN	2.519827993775719	1.5931254224196194	0.9056404506667489	0.36623717	null
GO:0016311	"dephosphorylation"	NaN	2.230448921378274	0.8158733223906537	0.9096788317930529	0.19606501	null
GO:0006163	"purine nucleotide metabolic process"	6163	NaN	2.667452952889954	2.2400308969778893	0.8523579341617183	0.93664551	16311
GO:0006468	"protein phosphorylation"	6468	NaN	2.3979400086720375	1.2020855460075313	0.8867990015462485	0.60871204	16311
GO:0006753	"nucleoside phosphate metabolic process"	6753	NaN	2.724275869600789	2.553828328666602	0.8535154954792924	0.78793408	16311
GO:0006796	"phosphate-containing compound metabolic process"	6796	NaN	3.193958978019187	7.540793666119533	0.8816809325548682	0.83144574	16311
GO:0009117	"nucleotide metabolic process"	9117	NaN	2.718501688867274	2.5200347591001258	0.8530181938660619	0.95564563	16311
GO:0009144	"purine nucleoside triphosphate metabolic process"	9144	NaN	2.290034611362518	0.936564642270928	0.8667601435296162	0.9730463	16311
GO:0009150	"purine ribonucleotide metabolic process"	9150	NaN	2.583198773968623	1.84416336777059	0.8553455448504131	0.90112792	16311
GO:0009199	"ribonucleoside triphosphate metabolic process"	9199	NaN	2.285557309007774	0.9269093366805059	0.8669034232263839	0.96868427	16311
GO:0009205	"purine ribonucleoside triphosphate metabolic process"	9205	NaN	2.271841606536499	0.8979434199092402	0.8673404641620382	0.82374275	16311
GO:0009259	"ribonucleotide metabolic process"	9259	NaN	2.606381365110605	1.9455440764700203	0.857081486331695	0.96610477	16311
GO:0016310	"phosphorylation"	16310	NaN	2.826722520168992	3.234527372791349	0.8940807142385603	0.58008216	16311
GO:0019637	"organophosphate metabolic process"	19637	NaN	2.960470777534299	4.402819349232403	0.8878672817679972	0.72406857	16311
GO:0019693	"ribose phosphate metabolic process"	19693	NaN	2.6190933306267428	2.003475910012552	0.8934958229451269	0.65106614	16311
GO:0016477	"cell migration"	NaN	2.975431808509263	4.557304238679154	0.9810980649184359	0.01928167	null
GO:0014812	"muscle cell migration"	14812	NaN	1.5797835966168101	0.17862315342280582	0.985859722765148	0.58079173	16477
GO:0014909	"smooth muscle cell migration"	14909	NaN	1.3222192947339193	0.09655305590421936	0.9865399119368358	0.54517364	16477
GO:0016482	"cytosolic transport"	NaN	2.0492180226701815	0.5358694602684175	0.88388316974928	0.32533667	null
GO:0006888	"endoplasmic reticulum to Golgi vesicle-mediated transport"	6888	NaN	2.0791812460476247	0.5744906826301052	0.869946020584613	0.531218	16482
GO:0006913	"nucleocytoplasmic transport"	6913	NaN	2.4099331233312946	1.2358791155740079	0.8712182184080137	0.59089983	16482
GO:0007034	"vacuolar transport"	7034	NaN	2.2355284469075487	0.8255286279810756	0.8787531982724123	0.5507497	16482
GO:0007041	"lysosomal transport"	7041	NaN	2.12057393120585	0.6324225161726369	0.8819694345722469	0.5276261	16482
GO:0008088	"axo-dendritic transport"	8088	NaN	1.919078092376074	0.39586752920729945	0.8789506760176963	0.50465575	16482
GO:0008089	"anterograde axonal transport"	8089	NaN	1.6901960800285136	0.23172733417012648	0.8842457302861855	0.82028031	16482
GO:0016197	"endosomal transport"	16197	NaN	2.387389826338729	1.1731196292362653	0.8602286405297317	0.61439157	16482
GO:0051169	"nuclear transport"	51169	NaN	2.41161970596323	1.2407067683692188	0.8734763652404737	0.61830998	16482
GO:0098930	"axonal transport"	98930	NaN	1.7993405494535817	0.29931447330308003	0.8815675125252933	0.92769463	16482
GO:0017004	"cytochrome complex assembly"	NaN	1.591064607026499	0.1834508062180168	0.9157803239580634	0.40580308	null
GO:0018193	"peptidyl-amino acid modification"	NaN	2.4313637641589874	1.2986386019117506	0.9153801579191799	0.23557683	null
GO:0036211	"protein modification process"	36211	NaN	3.1758016328482794	7.231823887226032	0.8955893702973845	0.66306441	18193
GO:0019079	"viral genome replication"	NaN	1.0413926851582251	0.04827652795210968	0.9924359675778764	0	null
GO:0019080	"viral gene expression"	19080	NaN	1.255272505103306	0.08207009751858646	0.9922599646091109	0.69177813	19079
GO:0019081	"viral translation"	19081	NaN	1.146128035678238	0.06275948633774259	0.9913304283646722	0.66732198	19079
GO:0075525	"viral translational termination-reinitiation"	75525	NaN	0.7781512503836436	0.02413826397605484	0.9916467913321108	0.90423952	19079
GO:0022406	"membrane docking"	NaN	1.9395192526186185	0.41517814038814327	0.9888237859091765	0	null
GO:0022411	"cellular component disassembly"	NaN	2.4871383754771865	1.4772617553345564	0.9230478164437735	0.19426873	null
GO:0022603	"regulation of anatomical structure morphogenesis"	NaN	2.9566485792052033	4.364198126870716	0.9391636543198506	0.41565245	null
GO:0051094	"positive regulation of developmental process"	51094	NaN	3.171433900943008	7.159409095297867	0.898973707765787	0.62082961	22603
GO:0051962	"positive regulation of nervous system development"	51962	NaN	2.5877109650189114	1.8634739789514336	0.9052397297447551	0.50337489	22603
GO:0022604	"regulation of cell morphogenesis"	NaN	2.4345689040341987	1.3082939075021724	0.9424357066293654	0.47953334	null
GO:0008360	"regulation of cell shape"	8360	NaN	2.164352855784437	0.7000096553055903	0.9149611496222044	0.64421836	22604
GO:0023051	"regulation of signaling"	NaN	3.5342800052050816	16.515400212416722	0.9469796986207238	0.10148716	null
GO:0030030	"cell projection organization"	NaN	3.1189257528257768	6.343535772907212	0.9084471272275165	0.31064959	null
GO:0030334	"regulation of cell migration"	NaN	2.9731278535996988	4.5331659747031	0.9386323683693344	0.07424863	null
GO:0014910	"regulation of smooth muscle cell migration"	14910	NaN	2.0043213737826426	0.4827652795210968	0.951852003894674	0.68587792	30334
GO:0014912	"negative regulation of smooth muscle cell migration"	14912	NaN	1.5314789170422551	0.15931254224196195	0.9383416844355076	0.60613562	30334
GO:0140131	"positive regulation of lymphocyte chemotaxis"	140131	NaN	1.2787536009528289	0.08689775031379744	0.9264211345834596	0.86893723	30334
GO:1900149	"positive regulation of Schwann cell migration"	1900149	NaN	0.8450980400142568	0.02896591677126581	0.9393372066055641	0.51420879	30334
GO:2000145	"regulation of cell motility"	2000145	NaN	2.998259338423699	4.803514531234914	0.9383723518834535	0.9274536	30334
GO:2000403	"positive regulation of lymphocyte migration"	2000403	NaN	1.6434526764861874	0.20758907019407163	0.9274190461996829	0.62344094	30334
GO:0031329	"regulation of cellular catabolic process"	NaN	2.788168371141168	2.9593511634643237	0.8990385295736023	0.27966482	null
GO:0000288	"nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay"	288	NaN	1.568201724066995	0.17379550062759488	0.748707478522431	0.92761433	31329
GO:0009895	"negative regulation of catabolic process"	9895	NaN	2.519827993775719	1.5931254224196194	0.889827897893073	0.76665057	31329
GO:0009896	"positive regulation of catabolic process"	9896	NaN	2.714329759745233	2.4958964951240707	0.877171423211135	0.81438337	31329
GO:0031331	"positive regulation of cellular catabolic process"	31331	NaN	2.509202522331103	1.5545042000579319	0.8743471349380986	0.76585664	31329
GO:0043487	"regulation of RNA stability"	43487	NaN	2.2405492482826	0.8351839335714974	0.8677939368459003	0.71599358	31329
GO:0043488	"regulation of mRNA stability"	43488	NaN	2.2041199826559246	0.767596794438544	0.8623588546423409	0.91496217	31329
GO:0050779	"RNA destabilization"	50779	NaN	1.8976270912904414	0.3765569180264555	0.85204870333002	0.84614068	31329
GO:0061013	"regulation of mRNA catabolic process"	61013	NaN	2.2528530309798933	0.8593221975475523	0.8993574065068064	0.70947268	31329
GO:0061014	"positive regulation of mRNA catabolic process"	61014	NaN	1.9590413923210936	0.43448875156898714	0.8797888781270361	0.90454277	31329
GO:0061157	"mRNA destabilization"	61157	NaN	1.8750612633917	0.35724630684561165	0.8498535198163543	0.80125484	31329
GO:1900151	"regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay"	1900151	NaN	1.4471580313422192	0.13034662547069614	0.882615581576928	0.73038796	31329
GO:1903313	"positive regulation of mRNA metabolic process"	1903313	NaN	2.130333768495006	0.6469054745582697	0.8880385284842087	0.84981463	31329
GO:0031392	"regulation of prostaglandin biosynthetic process"	NaN	1.1139433523068367	0.05793183354253162	0.9398600865401785	0.145381	null
GO:2001279	"regulation of unsaturated fatty acid biosynthetic process"	2001279	NaN	1.1760912590556813	0.06758713913295356	0.9391149398962144	0.81778255	31392
GO:0031503	"protein-containing complex localization"	NaN	2.294466226161593	0.9462199478613499	0.923132461418049	0	null
GO:0032502	"developmental process"	NaN	3.775173385424787	28.76315535386695	1	0	null
GO:0032535	"regulation of cellular component size"	NaN	2.615950051656401	1.9889929516269191	0.8475209696604681	0.4066765	null
GO:0097494	"regulation of vesicle size"	97494	NaN	1.3222192947339193	0.09655305590421936	0.8833870497444894	0.63697744	32535
GO:0032879	"regulation of localization"	NaN	3.3281756614383227	10.273245148208941	0.9510395097521412	0.08341429	null
GO:0032886	"regulation of microtubule-based process"	NaN	2.413299764081252	1.2455344211644297	0.9592885890868769	0.045987	null
GO:0032940	"secretion by cell"	NaN	2.640481436970422	2.104856618711982	0.8894855013984612	0.33195391	null
GO:0006887	"exocytosis"	6887	NaN	2.392696953259666	1.1876025876218983	0.8756500210670208	0.87681025	32940
GO:0140029	"exocytic process"	140029	NaN	1.9030899869919435	0.3813845708216665	0.8884148410933242	0.77119517	32940
GO:0032984	"protein-containing complex disassembly"	NaN	2.1583624920952498	0.6903543497151685	0.9081844283640419	0.35412286	null
GO:0016191	"synaptic vesicle uncoating"	16191	NaN	0.8450980400142568	0.02896591677126581	0.8298875306630862	0.96688882	32984
GO:0030041	"actin filament polymerization"	30041	NaN	1.5797835966168101	0.17862315342280582	0.8951578580796019	0.84817429	32984
GO:0030042	"actin filament depolymerization"	30042	NaN	1.146128035678238	0.06275948633774259	0.9015618691749435	0.67254039	32984
GO:0051261	"protein depolymerization"	51261	NaN	1.6989700043360187	0.23655498696533747	0.9148959666053552	0.75349998	32984
GO:0072318	"clathrin coat disassembly"	72318	NaN	0.9542425094393249	0.038621222361687746	0.8503033377367459	0.79203626	32984
GO:0072319	"vesicle uncoating"	72319	NaN	1	0.04344887515689872	0.8497502527943404	0.79820819	32984
GO:1903008	"organelle disassembly"	1903008	NaN	2.060697840353612	0.5503524186540504	0.9040309229432869	0.81601064	32984
GO:0032989	"cellular anatomical entity morphogenesis"	NaN	2.8363241157067516	3.3069421647195134	0.9658597575288025	0	null
GO:0000902	"cell morphogenesis"	902	NaN	2.9020028913507296	3.8476392777831414	0.9651438048877841	0.57251973	32989
GO:0016358	"dendrite development"	16358	NaN	2.1760912590556813	0.7193202664864343	0.88737898446767	0.67281121	32989
GO:0022008	"neurogenesis"	22008	NaN	3.180412632838324	7.309066331949405	0.9358468704004205	0.63653769	32989
GO:0030182	"neuron differentiation"	30182	NaN	3.0870712059065353	5.894564062952592	0.932517809921248	0.88109842	32989
GO:0031175	"neuron projection development"	31175	NaN	2.905256048748451	3.8766051945544078	0.864190639844161	0.83604654	32989
GO:0048666	"neuron development"	48666	NaN	2.9934362304976116	4.750410350487593	0.933742139152598	0.8461785	32989
GO:0048667	"cell morphogenesis involved in neuron differentiation"	48667	NaN	2.7134905430939424	2.4910688423288594	0.9296690166092895	0.53747107	32989
GO:0048699	"generation of neurons"	48699	NaN	3.116275587580544	6.304914550545525	0.9332246953976199	0.75115649	32989
GO:0048812	"neuron projection morphogenesis"	48812	NaN	2.7442929831226763	2.6745196485468763	0.8640312659640478	0.85655618	32989
GO:0048813	"dendrite morphogenesis"	48813	NaN	1.9138138523837167	0.3910398764120884	0.8875154275268443	0.8290166	32989
GO:0048858	"cell projection morphogenesis"	48858	NaN	2.7551122663950713	2.74210678767983	0.8787688957007836	0.91340509	32989
GO:0060996	"dendritic spine development"	60996	NaN	1.6020599913279623	0.18827845901322776	0.8989760351557494	0.58233423	32989
GO:0120036	"plasma membrane bounded cell projection organization"	120036	NaN	3.1007150865730817	6.08284252196582	0.8931809573701444	0.8538298	32989
GO:0120039	"plasma membrane bounded cell projection morphogenesis"	120039	NaN	2.7489628612561616	2.703485565318142	0.8784771173230704	0.96731512	32989
GO:0033036	"macromolecule localization"	NaN	3.3811150807098507	11.60567731968717	0.8944534725127884	0.43547283	null
GO:0006810	"transport"	6810	NaN	3.5597869682005565	17.514724341025392	0.8767821170304292	0.63714845	33036
GO:0016192	"vesicle-mediated transport"	16192	NaN	3.1048284036536553	6.140774355508352	0.8795413413265586	0.53309103	33036
GO:0051234	"establishment of localization"	51234	NaN	3.58983794314746	18.769914067780245	0.8862842355798025	0.70264097	33036
GO:0051641	"cellular localization"	51641	NaN	3.437433443797971	13.213285700492419	0.8799826980332757	0.57438145	33036
GO:0051649	"establishment of localization in cell"	51649	NaN	3.2245330626060857	8.091146084773584	0.8611210628472057	0.63850641	33036
GO:0071702	"organic substance transport"	71702	NaN	3.2875778090787056	9.355991117118858	0.8839644238401925	0.66106405	33036
GO:0071705	"nitrogen compound transport"	71705	NaN	3.1869563354654122	7.420102346239259	0.8876874418145877	0.50467388	33036
GO:0033554	"cellular response to stress"	NaN	3.1922886125681202	7.511827749348267	0.9720477420755627	0.45902637	null
GO:0034248	"regulation of amide metabolic process"	NaN	2.677606952720493	2.2931350777252097	0.9226705026456157	0.21360126	null
GO:0034330	"cell junction organization"	NaN	2.7788744720027396	2.896591677126581	0.9169441314251447	0.26628177	null
GO:0034453	"microtubule anchoring"	NaN	1.3979400086720377	0.11586366708506324	0.9156184517102528	0.47552982	null
GO:0034599	"cellular response to oxidative stress"	NaN	2.3541084391474008	1.0862218789224678	0.9746243870316716	0.35488445	null
GO:0062197	"cellular response to chemical stress"	62197	NaN	2.444044795918076	1.3372598242734381	0.9740761966206327	0.54186489	34599
GO:0034655	"nucleobase-containing compound catabolic process"	NaN	2.510545010206612	1.5593318528531428	0.8717591288793503	0.44161236	null
GO:0000184	"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"	184	NaN	1.6127838567197355	0.19310611180843873	0.8159596721774155	0.87433739	34655
GO:0000956	"nuclear-transcribed mRNA catabolic process"	956	NaN	2.012837224705172	0.4924205851115188	0.7996034819479725	0.84057818	34655
GO:0006401	"RNA catabolic process"	6401	NaN	2.1986570869544226	0.7579414888481221	0.875009062978458	0.88066547	34655
GO:0006402	"mRNA catabolic process"	6402	NaN	2.110589710299249	0.6179395577870039	0.7953896871441547	0.9317798	34655
GO:0009057	"macromolecule catabolic process"	9057	NaN	2.989894563718773	4.711789128125905	0.8991885730186716	0.67040416	34655
GO:0019439	"aromatic compound catabolic process"	19439	NaN	2.5854607295085006	1.8538186733610118	0.8866666556222704	0.68517909	34655
GO:0044248	"cellular catabolic process"	44248	NaN	3.037027879755775	5.2524862411895334	0.8903105170931576	0.7862353	34655
GO:0044270	"cellular nitrogen compound catabolic process"	44270	NaN	2.5575072019056577	1.7379550062759486	0.8800931131958947	0.69442105	34655
GO:0046700	"heterocycle catabolic process"	46700	NaN	2.561101383649056	1.7524379646615815	0.8864806364997905	0.69513853	34655
GO:1901361	"organic cyclic compound catabolic process"	1901361	NaN	2.6148972160331345	1.9841652988317078	0.9029382937092001	0.57866423	34655
GO:1901575	"organic substance catabolic process"	1901575	NaN	3.2140486794119414	7.898039972965145	0.9028450163382735	0.77096591	34655
GO:0034660	"ncRNA metabolic process"	NaN	2.711807229041191	2.4814135367384376	0.8775234556893144	0.46920844	null
GO:0006418	"tRNA aminoacylation for protein translation"	6418	NaN	1.6232492903979006	0.19793376460364973	0.8705366473596853	0.67404441	34660
GO:0016072	"rRNA metabolic process"	16072	NaN	2.376576957056512	1.1441537124649994	0.8847086636449917	0.60526615	34660
GO:0043038	"amino acid activation"	43038	NaN	1.662757831681574	0.21724437578449357	0.9375412474669016	0.69519543	34660
GO:0043039	"tRNA aminoacylation"	43039	NaN	1.6532125137753437	0.21241672298928263	0.8915343272763296	0.98851268	34660
GO:0106074	"aminoacyl-tRNA metabolism involved in translational fidelity"	106074	NaN	1.146128035678238	0.06275948633774259	0.862357308712643	0.68129147	34660
